397,0,org.jfree.data.general.Series:<init>(Ljava/lang/Comparable;)V
398,0,org.jfree.data.general.Series:<init>(Ljava/lang/Comparable;Ljava/lang/String;)V
411,0,org.jfree.data.general.Series:fireSeriesChanged()V
412,0,org.jfree.data.general.Series:notifyListeners(Lorg/jfree/data/general/SeriesChangeEvent;)V
465,0,org.jfree.data.general.SeriesChangeEvent:<init>(Ljava/lang/Object;)V
1286,0,org.jfree.data.time.RegularTimePeriod:<init>()V
1289,0,org.jfree.data.time.RegularTimePeriod:getStart()Ljava/util/Date;
1290,0,org.jfree.data.time.RegularTimePeriod:getEnd()Ljava/util/Date;
1317,0,org.jfree.data.time.TimePeriodValue:<init>(Lorg/jfree/data/time/TimePeriod;Ljava/lang/Number;)V
1318,0,org.jfree.data.time.TimePeriodValue:<init>(Lorg/jfree/data/time/TimePeriod;D)V
1319,0,org.jfree.data.time.TimePeriodValue:getPeriod()Lorg/jfree/data/time/TimePeriod;
1416,0,org.jfree.data.time.Year:<init>(I)V
1420,0,org.jfree.data.time.Year:getFirstMillisecond()J
1421,0,org.jfree.data.time.Year:getLastMillisecond()J
1422,0,org.jfree.data.time.Year:peg(Ljava/util/Calendar;)V
1426,0,org.jfree.data.time.Year:getFirstMillisecond(Ljava/util/Calendar;)J
1427,0,org.jfree.data.time.Year:getLastMillisecond(Ljava/util/Calendar;)J
1463,0,org.jfree.data.time.SimpleTimePeriod:<init>(JJ)V
1465,0,org.jfree.data.time.SimpleTimePeriod:getStart()Ljava/util/Date;
1467,0,org.jfree.data.time.SimpleTimePeriod:getEnd()Ljava/util/Date;
1732,0,org.jfree.data.time.TimePeriodValues:<init>(Ljava/lang/Comparable;)V
1733,0,org.jfree.data.time.TimePeriodValues:<init>(Ljava/lang/Comparable;Ljava/lang/String;Ljava/lang/String;)V
1739,0,org.jfree.data.time.TimePeriodValues:getDataItem(I)Lorg/jfree/data/time/TimePeriodValue;
1742,0,org.jfree.data.time.TimePeriodValues:add(Lorg/jfree/data/time/TimePeriodValue;)V
1743,1,org.jfree.data.time.TimePeriodValues:updateBounds(Lorg/jfree/data/time/TimePeriod;I)V
1745,0,org.jfree.data.time.TimePeriodValues:add(Lorg/jfree/data/time/TimePeriod;D)V
1746,0,org.jfree.data.time.TimePeriodValues:add(Lorg/jfree/data/time/TimePeriod;Ljava/lang/Number;)V
1756,0,org.jfree.data.time.TimePeriodValues:getMaxMiddleIndex()I
