org.jfree.data.xy.XYSeries.addOrUpdate(DD)Lorg/jfree/data/xy/XYDataItem; 5000001.9995086,5000001.0,5000002.0,5000002.0,5002035.0,5000001.999508841,5000002.0,5000046.110974275,5000001.333333333,5000094.221948549,5000002.0,5000001.0,5000001.0,5000001.999017682,5002036.0,5000001.5,5000002.0,5000001.75,5002036.0,5000001.000490918,5000001.707106781,5000001.706933023,5000001.0,5000001.666666667,5000001.999018164,5000001.000491159,5000001.5,5000001.999508841,5000001.99975436,5000001.999508841,5000002.0,5000001.0,5000001.5
org.jfree.data.xy.XYSeries.addOrUpdate(Ljava/lang/Number;Ljava/lang/Number;)Lorg/jfree/data/xy/XYDataItem; 5000004.9995086,5000004.0,5000005.0,5000005.0,5002038.0,5000004.999508841,5000005.0,5000049.110974275,5000004.333333333,5000097.953999356,5000005.316074013,5000005.333333333,5000049.099889135,5000004.999017682,5002039.0,5000004.5,5000005.0,5000004.75,5002039.0,5000004.000490918,5000004.707106781,5000004.706933023,5000004.0,5000004.666666667,5000004.999018164,5000004.000491159,5000004.5,5000004.999508841,5000004.99975436,5000004.999508841,5000005.0,5000004.0,5000004.5
org.jfree.data.xy.XYDataItem.compareTo(Ljava/lang/Object;)I 500002.99508599506,500002.0,500002.1818181818,500002.1,502027.0,500002.99508840864,500003.0,500047.0333209968,500001.3333333333,500103.3323821283,500005.0183494793,500003.1111111111,500047.0333209968,500002.99214145384,502030.0,500002.0909090909,500002.1,500002.54545454547,500255.5,500002.00048875855,500002.30151134456,500002.30076961813,500002.0,500002.1666666667,500002.99217221135,500002.00049115915,500002.0909090909,500002.9960707269,500002.99803149607,500002.99511002447,500003.0,500000.27,500002.0909090909
org.jfree.data.xy.XYSeries.<init>(Ljava/lang/Comparable;ZZ)V 500001.9400491401,500001.0,500001.0162601626,500001.0081967213,501914.0,500001.94007858547,500002.0,500044.7492857085,500000.03225806454,500104.2673095663,500004.3234561855,500001.0,500001.0,500001.88015717093,501915.0,500001.0081300813,500001.0081967213,500001.5040650407,500016.68852459016,500001.000463392,500001.09016696346,500001.0874223995,500001.0,500001.01612903224,500001.88693234476,500001.00049115915,500001.0081300813,500001.94007858547,500001.9691139241,500001.9434399629,500002.0,499998.88,500001.0081300813
org.jfree.data.xy.XYSeries.indexOf(Ljava/lang/Number;)I 50001.99656019656,50001.0,50001.25,50001.142857142855,52029.0,50001.99656188605,50002.0,50046.06661735698,50000.444444444445,50097.46458923624,50003.05976714391,50002.166666666664,50046.06661735698,50001.99508840864,52032.0,50001.125,50001.142857142855,50001.5625,50407.2,50001.00048947626,50001.353553390596,50001.352944789694,50001.0,50001.22222222222,50001.99510044096,50001.00049115914,50001.125,50001.99754420432,50001.998770592574,50001.996571988246,50002.0,49999.92,50001.125
org.jfree.data.xy.XYDataItem.getX()Ljava/lang/Number; 50001.94987714988,50001.0,50001.01941747573,50001.009803921566,51934.0,50001.949901768174,50002.0,50044.97726685459,50000.03846153846,50103.32145348748,50004.17797182781,50001.0,50001.0,50001.89980353635,51935.0,50001.00970873787,50001.009803921566,50001.50485436893,50019.96078431373,50001.000467726844,50001.09853292782,50001.09603180854,50001.0,50001.019230769234,50001.9045837231,50001.00049115914,50001.00970873787,50001.949901768174,50001.97430730479,50001.952269536734,50002.0,49999.08,50001.00970873787
org.jfree.data.xy.XYSeries.getItemCount()I 50001.94348894349,50001.0,50001.01724137931,50001.00869565218,51921.0,50001.94351669941,50002.0,50044.82921400162,50000.03418803419,50103.94575384388,50004.27472217062,50001.0,50001.0,50001.88703339882,51922.0,50001.00862068965,50001.00869565218,50001.504310344826,50017.70434782609,50001.00046490005,50001.09284766909,50001.09018605976,50001.0,50001.017094017094,50001.89307298931,50001.00049115914,50001.00862068965,50001.94351669941,50001.970937578975,50001.94651162791,50002.0,49998.95,50001.00862068965
org.jfree.data.xy.XYDataItem.<init>(Ljava/lang/Number;Ljava/lang/Number;)V 50001.942506142506,50001.0,50001.016949152545,50001.00854700855,51919.0,50001.94253438114,50002.0,50044.80639222762,50000.033613445376,50104.03860237551,50004.28886816798,50001.0,50001.0,50001.885068762276,51920.0,50001.00847457627,50001.00854700855,50001.504237288136,50017.40170940171,50001.00046446818,50001.09205746179,50001.08937192059,50001.0,50001.01680672269,50001.89131444496,50001.00049115914,50001.00847457627,50001.94253438114,50001.97041719343,50001.94563197026,50002.0,49998.93,50001.00847457627
org.jfree.data.general.Series.fireSeriesChanged()V 50001.86486486487,50001.0,50001.00724637681,50001.00363636364,51761.0,50001.864931237724,50002.0,50042.96427051671,50000.01444043321,50109.805072500894,50005.07223819929,50001.0,50001.0,50001.72986247544,51762.0,50001.00362318841,50001.00363636364,50001.5018115942,50007.40363636363,50001.00043271311,50001.06019292654,50001.05597828464,50001.0,50001.007220216605,50001.762007788835,50001.00049115914,50001.00362318841,50001.864931237724,50001.92757440084,50001.880952380954,50002.0,49997.35,50001.00362318841
org.jfree.data.general.Series.notifyListeners(Lorg/jfree/data/general/SeriesChangeEvent;)V 50001.86486486487,50001.0,50001.00724637681,50001.00363636364,51761.0,50001.864931237724,50002.0,50045.777226354476,50000.01444043321,50109.805072500894,50005.07223819929,50002.03125,50045.777226354476,50001.969548133595,52006.0,50001.00362318841,50001.00363636364,50001.5018115942,50065.67741935484,50001.00043271311,50001.06019292654,50001.05597828464,50001.0,50001.007220216605,50001.97000483793,50001.00049115914,50001.00362318841,50001.9847740668,50001.992328631524,50001.880952380954,50002.0,49998.8,50001.00362318841
