mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f, linenumber
org.mudebug.prapr.mutators.FieldNameMutator_0,1,1486,0,1,1,1,1,25,105
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,28,1486,0,1,1,1,1,25,105
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,55,1486,0,1,1,1,1,25,106
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,82,1486,0,1,1,1,1,36,107
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_0,120,1486,0,0,0,0,0,0,108
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_1,123,1486,0,0,0,0,0,0,108
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_2,126,1486,0,0,0,0,0,0,108
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_3,129,1486,0,0,0,0,0,0,108
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_4,132,1486,0,0,0,0,0,0,108
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,135,1486,0,0,0,0,0,0,108
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,138,1486,0,2,2,2,2,33,108
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,172,1486,0,1,1,1,1,33,105
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,207,1486,0,2,2,2,2,65,106
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,273,1486,0,1,1,1,1,25,107
org.mudebug.prapr.mutators.LocalNameMutator_0,300,1505,0,1,1,1,1,16,466
org.mudebug.prapr.mutators.LocalNameMutator_0,318,1505,0,1,1,1,1,12,467
org.mudebug.prapr.mutators.LocalNameMutator_0,332,1505,0,1,1,1,1,16,469
org.mudebug.prapr.mutators.LocalNameMutator_0,350,1505,0,0,0,0,0,12,469
org.mudebug.prapr.mutators.MethodNameMutator_0,365,1505,0,1,1,1,1,9,468
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,376,1505,0,1,1,1,1,21,468
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_0,399,1505,0,2,2,2,2,27,468
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_1,427,1505,0,1,1,1,1,10,468
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_0,439,1505,0,0,0,0,0,7,468
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_1,449,1505,0,0,0,0,0,7,468
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_2,459,1505,0,0,0,0,0,7,468
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,469,1505,0,2,2,2,2,22,466
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,492,1505,0,1,1,1,1,9,468
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,503,1505,0,1,1,1,1,12,469
org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,517,1505,0,2,2,2,2,27,469
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,545,1505,0,0,0,0,0,26,466
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,574,1505,0,1,1,1,1,12,465
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,588,1505,0,2,2,2,2,10,466
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,599,1505,0,1,1,1,1,12,468
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,613,1505,0,1,1,1,1,16,473
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,631,1505,0,1,1,1,1,17,465
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,650,1505,0,0,0,0,0,12,465
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,665,1505,0,2,2,2,2,27,466
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,693,1505,0,1,1,1,1,17,468
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,712,1505,0,1,1,1,1,10,466
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,724,1505,0,1,1,1,1,12,468
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,738,1505,0,1,1,1,1,11,473
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveIncrementsMutator,751,1505,0,1,1,1,1,17,469
org.mudebug.prapr.mutators.LocalNameMutator_0,770,1504,0,1,1,1,1,0,448
org.mudebug.prapr.mutators.LocalNameMutator_0,772,1504,0,1,1,1,1,9,448
org.mudebug.prapr.mutators.LocalNameMutator_0,783,1504,0,1,1,1,1,10,448
org.mudebug.prapr.mutators.LocalNameMutator_0,795,1504,0,0,0,0,0,0,448
org.mudebug.prapr.mutators.LocalNameMutator_0,798,1504,0,1,1,1,1,9,448
org.mudebug.prapr.mutators.LocalNameMutator_1,809,1504,0,1,1,1,1,10,448
org.mudebug.prapr.mutators.LocalNameMutator_1,821,1504,0,1,1,1,1,10,448
org.mudebug.prapr.mutators.LocalNameMutator_1,833,1504,0,1,1,1,1,10,448
org.mudebug.prapr.mutators.MethodNameMutator_0,845,1504,0,1,1,1,1,9,449
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,856,1504,0,0,0,0,0,2,449
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_0,861,1504,0,1,1,1,1,10,449
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_1,873,1504,0,1,1,1,1,10,449
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_0,885,1504,0,0,0,0,0,0,449
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_1,888,1504,0,0,0,0,0,0,449
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_2,891,1504,0,0,0,0,0,0,449
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,894,1504,0,1,1,1,1,10,448
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,906,1504,0,1,1,1,1,11,449
org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,919,1504,0,2,2,2,2,10,450
org.pitest.mutationtest.engine.gregor.mutators.IncrementsMutator,930,1504,0,1,1,1,1,10,448
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,942,1504,0,1,1,1,1,12,446
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,956,1504,0,0,0,0,0,10,448
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,969,1504,0,1,1,1,1,10,447
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,981,1504,0,1,1,1,1,10,448
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,993,1504,0,1,1,1,1,10,449
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,1005,1504,0,2,2,2,2,27,454
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,1033,1504,0,1,1,1,1,12,447
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,1047,1504,0,0,0,0,0,10,447
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,1060,1504,0,1,1,1,1,10,448
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,1072,1504,0,2,2,2,2,10,449
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,1083,1504,0,1,1,1,1,12,448
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,1097,1504,0,1,1,1,1,11,449
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,1110,1504,0,1,1,1,1,17,454
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveIncrementsMutator,1129,1504,0,1,1,1,1,12,450
org.mudebug.prapr.mutators.ArgumentsListMutator_0,1143,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_1,1155,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_10,1167,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_11,1179,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_12,1191,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_13,1203,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_14,1215,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_15,1227,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_16,1239,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_17,1251,1503,0,1,1,1,1,10,436
org.mudebug.prapr.mutators.ArgumentsListMutator_18,1263,1503,0,1,1,1,1,10,436
