org.joda.time.base.BasePeriod.checkAndUpdate(Lorg/joda/time/DurationFieldType;[II)V 500001.9236907731,500001.0,500001.01941747573,500001.0294117647,503705.0,500003.9237097981,500002.0,500064.26136261574,500000.03846153844,500151.22751742316,500005.1926597562,500004.21428571426,500190.7840878472,500001.9945178171,504003.0,500001.00970873784,500001.00980392157,500001.5048543689,500364.8181818182,500001.00069460523,500001.0985329278,500001.0946988468,500001.0,500001.01923076925,500001.9945328032,500001.0007475704,500001.00970873784,500001.9972589085,500001.9986275733,500001.92910101946,500004.0,499999.04,500001.00970873784
org.joda.time.PeriodType.indexOf(Lorg/joda/time/DurationFieldType;)I 500001.9087281796,500001.0,500001.0162601626,500001.02459016396,503645.0,500003.90875093493,500002.0,500063.7694193059,500000.03225806454,500152.8584943042,500005.3828498391,500004.0394736842,500189.3082579177,500001.9636182407,503941.0,500001.0081300813,500001.0081967213,500001.5040650407,500054.9726027397,500001.0006850879,500001.09016696346,500001.08595367346,500001.0,500001.01612903224,500001.964268233,500001.0007475704,500001.0081300813,500001.98180912033,500001.9908210738,500001.9163619744,500004.0,499998.44,500001.0081300813
org.joda.time.base.AbstractPeriod.indexOf(Lorg/joda/time/DurationFieldType;)I 500001.908478803,500001.0,500001.0162162162,500001.02452316077,503644.0,500003.9085016205,500002.0,500061.3821165578,500000.03217158176,500152.8063656526,500005.3768989091,500001.0,500001.0,500001.8170944431,503647.0,500001.00810810813,500001.0081743869,500001.50405405404,500010.9346049046,500001.0006849315,500001.0900450338,500001.08582566254,500001.0,500001.0160857909,500001.8324200913,500001.0007475704,500001.00810810813,500001.9085472215,500001.9520825173,500001.916152616,500004.0,499998.43,500001.00810810813
org.joda.time.PeriodType.setIndexedField(Lorg/joda/time/ReadablePeriod;I[II)Z 50001.99925187032,50001.0,50002.0,50004.0,54008.0,50003.99925205684,50002.0,50064.32456079595,50001.333333333336,50138.54810107747,50003.2133638394,50004.10344827586,50190.428086618645,50001.998504859206,54011.0,50001.5,50002.0,50001.75,51337.666666666664,50001.00074701195,50001.707106781185,50001.70684222791,50001.0,50001.666666666664,50001.998505976095,50001.0007475704,50001.5,50001.9992524296,50001.999626075034,50001.9992524296,50004.0,50001.9,50001.5
org.joda.time.Period.normalizedStandard(Lorg/joda/time/PeriodType;)Lorg/joda/time/Period; 50003.99800498753,50003.0,50003.545454545456,50004.125,54005.0,50005.998005484915,50004.0,50066.285069329184,50002.857142857145,50139.89176227902,50005.48426505737,50006.21428571428,50192.78408784722,50003.99601295789,54008.0,50003.27272727273,50003.375,50003.63636363636,50503.625,50003.00074608307,50003.522232967865,50003.52171177715,50003.0,50003.42857142857,50003.99602089033,50003.0007475704,50003.27272727273,50003.99800647894,50003.99900224495,50003.99800895968,50006.0,50003.99,50003.27272727273
org.joda.time.Period.withYears(I)Lorg/joda/time/Period; 50002.99775561097,50002.0,50002.5,50003.0,54003.0,50004.99775617053,50003.0,50065.277168078224,50001.8,50137.6491215919,50003.73205080757,50002.0,50002.0,50002.995514577626,54006.0,50002.25,50002.333333333336,50002.625,50446.88888888889,50002.00074589757,50002.5,50002.49943858756,50002.0,50002.4,50002.99552461462,50002.0007475704,50002.25,50002.99775728881,50002.99887738556,50002.99776063697,50005.0,50002.3,50002.25
org.joda.time.PeriodType.months()Lorg/joda/time/PeriodType; 50002.66541978387,50002.0,50002.5,50002.666666666664,50001.0,50003.99875342807,50002.0,50065.31666447311,50001.8,50134.8851895694,50004.82842712475,50005.42857142857,50191.94999341932,50002.99800647894,54011.0,50002.25,50002.333333333336,50002.47619047619,51004.25,50002.000497636225,50002.43643578047,50002.43610916128,50004.0,50002.4,50002.99800846403,50002.000498380265,50002.28571428572,50002.99900323947,50002.99950137123,50002.99813316739,50004.0,50001.7,50002.00007997441
org.joda.time.Period.<init>(JLorg/joda/time/PeriodType;Lorg/joda/time/Chronology;)V 50001.99351620948,50001.0,50001.206896551725,50001.346153846156,53985.0,50003.99351782598,50002.0,50064.14269553955,50000.375,50138.74814110549,50003.258100864354,50001.0,50001.0,50001.987042113135,53988.0,50001.10344827586,50001.11538461538,50001.55172413793,50154.346153846156,50001.00074275811,50001.32163376045,50001.32058936182,50001.0,50001.1875,50001.98712552612,50001.0007475704,50001.10344827586,50001.99352105657,50001.99675,50001.993557978196,50004.0,50001.84,50001.10344827586
org.joda.time.PeriodType.forFields([Lorg/joda/time/DurationFieldType;)Lorg/joda/time/PeriodType; 50002.33208645054,50002.0,50002.25,50002.142857142855,50001.0,50002.99875342807,50002.0,50065.31666447311,50001.444444444445,50133.47754871665,50004.82842712475,50005.42857142857,50191.94999341932,50002.99800647894,54011.0,50002.125,50002.142857142855,50002.25,51004.25,50002.000248756216,50002.2357022604,50002.235496474736,50003.0,50002.22222222222,50002.99800846403,50002.00024919013,50002.166666666664,50002.99900323947,50002.99950137123,50002.99627329192,50003.0,50001.0,50002.0000099992
org.joda.time.Period.getMonths()I 50001.97082294265,50001.0,50001.05,50001.07692307692,53894.0,50003.9708302169,50002.0,50063.417946137306,50000.09756097561,50144.46577541829,50004.28886816798,50001.0,50001.0,50001.9416895091,53897.0,50001.025,50001.02564102564,50001.5125,50034.29914529915,50001.00072639225,50001.15811388301,50001.15579015876,50001.0,50001.04878048781,50001.94334140436,50001.0007475704,50001.025,50001.97084475455,50001.98520672652,50001.97165010904,50004.0,50000.93,50001.025
