mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f, linenumber
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,1,1071,0,2,2,2,2,3008,370
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,3011,1095,0,0,0,0,0,6,1320
org.mudebug.prapr.mutators.MethodNameMutator_0,3021,8831,0,0,0,0,0,11,146
org.mudebug.prapr.mutators.MethodNameMutator_1,3036,8335,0,0,3,3,3,3307,1706
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,6347,8370,0,0,0,0,0,93,2171
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,6442,1671,0,0,0,0,0,6,382
org.mudebug.prapr.mutators.FieldNameMutator_0,6452,2266,0,0,0,0,0,63,168
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,6519,6082,0,0,0,0,0,1,52
org.mudebug.prapr.mutators.MethodNameMutator_4,6524,4888,0,1,1,1,1,213,1542
org.mudebug.prapr.mutators.MethCallResultGuard_2,6738,945,0,0,0,0,0,3,221
org.mudebug.prapr.mutators.MethCallResultGuard_1,6745,4470,0,0,0,0,0,1,327
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,6750,2774,0,0,0,0,0,2,193
org.mudebug.prapr.mutators.DereferenceGuardMutator_2,6756,8256,0,0,0,0,0,1,613
org.mudebug.prapr.mutators.FieldNameMutator_1,6761,8685,0,0,0,0,0,160,628
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,6925,5822,0,0,0,0,0,74,143
org.mudebug.prapr.mutators.ArgumentListMutator_2,7003,7623,0,0,0,0,0,0,278
org.mudebug.prapr.mutators.LocalNameMutator_1,7006,7015,0,0,0,3,3,135,298
org.mudebug.prapr.mutators.MethodNameMutator_7,7145,1258,0,0,0,0,0,40,165
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,7189,1071,0,0,0,0,0,0,369
org.mudebug.prapr.mutators.ArgumentListMutator_5,7193,9406,0,0,3,3,3,7079,197
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,14276,8252,0,0,3,3,3,3276,568
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,17556,1096,0,0,2,2,2,4080,1324
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,21639,983,0,0,3,3,3,3624,2208
org.mudebug.prapr.mutators.LocalNameMutator_1,25267,1370,0,0,0,0,0,10,233
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,25281,2269,0,0,0,0,0,949,184
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,26234,2230,0,0,0,0,0,165,30
