mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f, linenumber
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,3,426,0,0,0,0,0,0,678
org.mudebug.prapr.mutators.LocalNameMutator_0,5,884,0,0,1,1,1,2043,1399
org.mudebug.prapr.mutators.MethCallResultGuard_0,2050,6892,0,0,0,0,0,0,112
org.mudebug.prapr.mutators.MethCallResultGuard_0,2052,6745,0,0,0,0,0,0,531
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,2054,249,0,0,0,0,0,4,235
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,2060,4460,0,0,0,0,0,0,588
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,2062,6853,0,0,0,0,0,37,170
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,2101,3963,0,0,0,0,0,4,212
org.mudebug.prapr.mutators.MethCallResultGuard_2,2107,3964,0,0,0,0,0,0,234
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,2109,1022,0,0,0,0,0,0,376
org.mudebug.prapr.mutators.MethCallResultGuard_0,2125,77,0,0,0,0,0,139,641
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,2266,1309,0,0,0,0,0,0,291
org.mudebug.prapr.mutators.MethodNameMutator_0,2268,6426,0,0,0,0,0,2,461
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,2275,4303,0,0,0,0,0,0,547
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,2277,4226,0,0,0,0,0,0,192
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_4,2279,1308,0,0,1,1,1,1359,246
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,3640,4078,0,0,0,0,0,11,1026
org.mudebug.prapr.mutators.MethodNameMutator_0,3653,4541,0,0,0,0,0,13,63
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,3668,3665,0,0,0,0,0,0,153
org.mudebug.prapr.mutators.MethCallResultGuard_0,3670,883,0,0,0,0,0,0,1371
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,3672,4457,0,0,0,0,0,0,463
org.mudebug.prapr.mutators.MethCallResultGuard_2,3674,500,0,0,0,0,0,0,173
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,3676,6565,0,0,0,0,0,0,545
org.mudebug.prapr.mutators.LocalNameMutator_0,3678,4419,1,0,0,0,0,130,1408
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,3810,3742,0,0,0,0,0,0,53
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,3812,1308,0,0,0,0,0,0,241
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,3814,1606,0,0,0,0,0,0,240
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,3816,6496,0,0,0,0,0,2,169
org.mudebug.prapr.mutators.MethodNameMutator_2,3820,663,0,0,0,0,0,0,125
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,3822,1247,0,0,0,0,0,531,124
org.mudebug.prapr.mutators.MethCallResultGuard_2,4355,4080,0,0,0,0,0,0,1100
org.mudebug.prapr.mutators.LocalNameMutator_2,4357,6564,0,0,0,0,0,32,509
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,4391,542,0,0,0,0,0,0,368
org.mudebug.prapr.mutators.FieldNameMutator_5,4393,6565,0,0,0,0,0,7,548
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,4402,1317,0,0,0,0,0,2,519
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,4406,6873,0,0,0,0,0,0,394
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,4408,4464,0,0,0,0,0,41,806
org.mudebug.prapr.mutators.ArgumentListMutator_4,4451,5382,0,0,1,1,1,2734,293
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,7187,5031,0,0,0,0,0,6,491
