mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f, linenumber
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,1,38,0,0,0,0,0,79,520
org.mudebug.prapr.mutators.LocalNameMutator_0,133,38,0,0,0,0,0,3,533
org.mudebug.prapr.mutators.LocalNameMutator_1,152,38,0,0,0,0,0,8,533
org.mudebug.prapr.mutators.LocalNameMutator_2,173,38,0,0,0,0,0,1,533
org.mudebug.prapr.mutators.LocalNameMutator_3,187,38,0,0,0,0,0,2,533
org.mudebug.prapr.mutators.LocalNameMutator_4,202,38,0,0,0,0,0,1,533
org.mudebug.prapr.mutators.LocalNameMutator_5,216,38,0,0,0,0,0,1,533
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_0,229,38,0,0,0,0,0,33,531
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_0,270,38,0,0,0,0,0,0,530
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_1,279,38,0,0,0,0,0,0,530
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_2,288,38,0,0,0,0,0,0,530
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_3,297,38,0,0,0,0,0,0,530
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_4,306,38,0,0,0,0,0,0,530
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,321,38,0,6,6,6,6,41,521
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,374,38,0,0,0,0,0,1,533
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_0,428,45,0,0,0,0,0,0,669
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_3,435,45,0,0,0,0,0,0,669
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_4,442,45,0,0,0,0,0,0,669
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,461,46,0,0,0,0,0,6,678
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,475,46,0,0,6,6,6,66,678
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,596,52,0,0,6,6,6,53,739
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,731,35,0,0,0,0,0,3,404
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,745,35,0,0,0,0,0,3,404
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,780,61,0,6,6,6,6,46,834
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,840,66,0,0,0,6,6,60,937
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,910,66,0,0,0,0,0,52,937
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,972,66,0,0,0,6,6,60,937
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,1042,66,0,0,0,6,6,60,937
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_4,1112,66,0,0,0,6,6,60,937
org.mudebug.prapr.mutators.MethodNameMutator_0,1183,66,0,0,0,0,0,53,937
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1255,66,0,0,0,0,0,0,937
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_0,1344,67,0,6,6,6,6,22,947
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_1,1367,67,0,0,0,0,0,23,947
org.mudebug.prapr.mutators.NonVoidMethodCallRemovalMutator_2,1397,67,0,6,6,6,6,20,947
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,1434,67,0,6,6,6,6,22,947
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,1457,67,0,0,0,6,6,60,942
MethodNameMutator_1,1530,69,1,0,0,6,6,22,1105
MethodNameMutator_5,1561,69,1,0,0,6,6,22,1105
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,1693,69,1,0,6,6,6,46,1015
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,1750,69,1,6,6,6,6,0,1039
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,1752,69,1,0,0,0,0,0,1039
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1800,69,1,0,0,0,0,0,1085
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1807,69,1,0,0,0,0,0,1090
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_0,1845,69,1,0,0,0,0,0,1085
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_1,1861,69,1,0,0,0,0,0,1085
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_2,1877,69,1,0,0,0,0,0,1085
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_3,1893,69,1,0,0,0,0,0,1085
org.mudebug.prapr.mutators.ReturningMethodCallGuardMutator_4,1909,69,1,0,0,0,0,0,1085
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1947,69,1,6,6,6,6,22,1078
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,1978,69,1,0,0,0,0,0,1039
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,1988,69,1,0,0,0,0,4,1027
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,2005,69,1,0,0,6,6,22,1089
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,2038,69,1,0,0,0,0,11,1039
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,2071,73,0,0,6,6,6,153,1197
