mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f, linenumber
org.mudebug.prapr.mutators.ArgumentListMutator_2,1,924,0,0,1,1,1,7,244
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,10,936,1,0,0,0,0,0,137
org.mudebug.prapr.mutators.MethCallResultGuard_0,12,936,1,0,0,0,0,0,191
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_2,14,707,0,0,0,0,0,17,356
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,33,888,0,0,1,1,1,25,134
org.mudebug.prapr.mutators.MethodNameMutator_1,60,907,0,0,0,0,0,25,473
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,87,911,0,0,1,1,1,13,75
org.mudebug.prapr.mutators.ArgumentListMutator_4,102,933,0,0,0,0,0,0,72
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,104,930,0,1,1,1,1,4,378
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,109,936,1,0,0,0,0,2,202
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,113,937,0,0,1,1,1,7,219
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,122,888,0,0,1,1,1,25,134
org.mudebug.prapr.mutators.ArithmeticOperatorDeletion_1,149,707,0,0,0,0,0,13,346
org.mudebug.prapr.mutators.MethodNameMutator_6,164,930,0,1,1,1,1,5,378
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_3,170,936,1,0,0,0,0,1,205
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,173,907,0,0,0,0,0,0,473
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,175,888,0,0,0,0,0,5,137
org.mudebug.prapr.mutators.ArgumentListMutator_4,182,919,0,0,0,0,0,0,153
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,184,907,0,0,0,0,0,4,473
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,190,907,0,0,0,0,0,0,480
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,192,936,1,0,0,0,0,0,132
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,194,725,0,0,0,0,0,0,680
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_8,196,936,1,0,0,0,0,2,205
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,200,930,0,1,1,1,1,5,374
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,206,907,0,0,0,0,0,9,480
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,217,919,0,0,1,1,1,15,156
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,234,907,0,0,0,0,0,0,473
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_0,236,936,1,0,0,0,0,2,205
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,240,929,0,1,1,1,1,5,360
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,246,923,0,0,1,1,1,13,232
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,261,888,0,0,0,0,0,24,145
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,287,725,0,0,0,0,0,1,680
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,290,936,1,0,0,0,0,0,144
org.pitest.mutationtest.engine.gregor.mutators.MathMutator,292,936,1,0,0,0,0,2,205
org.mudebug.prapr.mutators.LocalNameMutator_0,296,888,0,0,0,0,0,25,145
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_3,323,707,0,0,0,0,0,2,340
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,327,932,0,0,1,1,1,13,58
org.mudebug.prapr.mutators.MethCallResultGuard_2,342,936,1,0,0,0,0,0,191
org.mudebug.prapr.mutators.ArgumentListMutator_0,344,936,1,1,1,1,1,2,143
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,347,935,0,0,0,0,0,0,115
org.mudebug.prapr.mutators.MethodNameMutator_2,349,907,0,0,0,0,0,20,473
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,371,907,0,0,0,0,0,10,473
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,383,925,0,0,0,0,0,1,267
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,386,907,0,0,0,0,0,0,480
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,388,930,0,1,1,1,1,4,378
org.mudebug.prapr.mutators.ArgumentListMutator_5,393,933,0,0,0,0,0,0,72
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,395,888,0,0,0,0,0,0,147
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,397,936,1,0,0,0,0,0,157
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,399,936,1,0,0,0,0,2,205
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,403,910,0,0,0,0,0,9,62
org.mudebug.prapr.mutators.MethCallResultGuard_0,414,919,0,0,0,0,0,0,153
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,416,907,0,0,0,0,0,0,474
org.mudebug.prapr.mutators.ArgumentListMutator_2,418,936,1,0,0,0,0,2,205
org.mudebug.prapr.mutators.LocalNameMutator_1,422,933,0,0,0,0,0,0,73
org.mudebug.prapr.mutators.LocalNameMutator_0,424,930,0,1,1,1,1,4,378
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,429,930,0,0,0,0,0,0,378
org.mudebug.prapr.mutators.LocalNameMutator_2,431,936,1,0,0,0,0,2,205
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,435,919,0,0,0,0,0,0,154
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,437,925,0,0,1,1,1,7,266
org.mudebug.prapr.mutators.LocalNameMutator_0,446,930,0,0,0,0,0,5,382
org.mudebug.prapr.mutators.MethodNameMutator_8,453,930,0,1,1,1,1,4,378
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,458,725,0,0,0,0,0,2,680
org.mudebug.prapr.mutators.ArithmeticOperatorDeletion_0,462,707,0,0,0,0,0,13,346
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,477,936,1,0,0,0,0,3,132
org.mudebug.prapr.mutators.LocalNameMutator_1,482,936,1,0,0,0,0,0,192
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,484,924,0,1,1,1,1,5,244
org.mudebug.prapr.mutators.ArgumentListMutator_4,490,917,0,0,0,0,0,0,132
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,492,707,0,0,0,0,0,0,329
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_1,494,707,0,0,0,0,0,7,340
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,503,930,0,0,0,0,0,0,378
org.mudebug.prapr.mutators.ArgumentListMutator_0,505,932,0,0,1,1,1,15,58
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,522,725,0,0,0,0,0,2,680
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,526,936,1,0,0,0,0,0,191
org.mudebug.prapr.mutators.LocalNameMutator_1,528,936,1,0,0,0,0,1,205
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,531,930,0,1,1,1,1,5,378
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,537,935,0,0,0,0,0,0,115
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,539,707,0,0,0,0,0,7,329
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_7,548,936,1,0,0,0,0,2,205
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,552,936,1,0,0,0,0,2,205
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,556,924,0,0,1,1,1,7,243
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,565,888,0,0,0,0,0,1,137
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_7,568,707,0,0,0,0,0,7,329
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,577,919,0,0,1,1,1,15,153
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,594,907,0,0,0,0,0,20,473
org.mudebug.prapr.mutators.ArgumentListMutator_0,616,917,0,0,0,0,0,0,131
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,618,888,0,0,0,0,0,24,145
org.mudebug.prapr.mutators.ArgumentListMutator_0,644,924,0,0,1,1,1,7,244
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,653,907,0,0,0,0,0,17,473
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,672,907,0,0,0,0,0,0,473
org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,674,936,1,0,0,0,0,1,205
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,677,707,0,0,0,0,0,0,340
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,679,907,0,0,0,0,0,20,480
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_4,701,707,0,0,0,0,0,7,329
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,710,930,0,0,0,0,0,0,370
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,712,911,0,0,1,1,1,13,75
org.mudebug.prapr.mutators.MethodNameMutator_1,727,936,1,0,0,0,0,0,168
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_0,729,707,0,0,0,0,0,11,346
org.mudebug.prapr.mutators.ArgumentListMutator_4,742,917,0,0,0,0,0,0,131
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_5,744,707,0,0,1,1,1,27,360
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_3,773,707,0,0,0,0,0,8,360
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_4,783,707,0,0,0,0,0,7,329
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,792,907,0,0,0,0,0,0,480
