mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f, linenumber
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1,2377,0,0,1,1,1,2,261
org.mudebug.prapr.mutators.MethCallResultGuard_0,5,2381,0,0,0,0,0,0,315
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,7,2386,0,0,0,0,0,0,440
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,9,2375,0,0,0,0,0,0,181
org.mudebug.prapr.mutators.LocalNameMutator_0,11,1692,0,0,1,1,1,220,280
org.mudebug.prapr.mutators.ArgumentListMutator_5,233,2385,0,0,1,1,1,19,401
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,254,3950,0,0,1,1,1,24,91
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,280,2385,0,0,1,1,1,2,406
org.mudebug.prapr.mutators.ArgumentListMutator_3,284,2351,0,0,1,1,1,27,81
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,313,1293,0,0,0,0,0,1,106
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,316,2397,0,0,0,0,0,0,547
org.pitest.mutationtest.engine.gregor.mutators.ConditionalsBoundaryMutator,318,2382,1,0,1,1,1,17,352
org.mudebug.prapr.mutators.MethCallResultGuard_0,337,2375,0,0,0,0,0,0,215
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,339,2382,1,0,0,0,0,0,351
org.mudebug.prapr.mutators.ArgumentListMutator_2,341,2385,0,0,0,0,0,16,404
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,359,2388,0,0,1,1,1,23,465
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,384,2375,0,0,0,0,0,0,192
org.mudebug.prapr.mutators.MethodNameMutator_0,386,2375,0,0,1,1,1,22,234
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,410,4143,0,0,1,1,1,157,63
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,569,2329,0,0,1,1,1,2,57
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_1,573,2375,0,0,0,0,0,10,199
org.mudebug.prapr.mutators.MethodNameMutator_3,585,2375,0,0,0,0,0,8,232
org.mudebug.prapr.mutators.LocalNameMutator_0,595,1825,0,0,0,0,0,1,54
org.pitest.mutationtest.engine.gregor.mutators.MathMutator,598,1318,0,0,0,0,0,67,453
org.mudebug.prapr.mutators.MethodNameMutator_4,667,2375,0,0,1,1,1,27,181
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,696,1845,0,0,1,1,1,28,478
org.mudebug.prapr.mutators.MethodNameMutator_4,726,2382,1,0,1,1,1,16,336
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,744,2349,0,0,1,1,1,23,139
org.mudebug.prapr.mutators.MethodNameMutator_0,769,1167,0,0,0,0,0,103,379
org.mudebug.prapr.mutators.MethCallResultGuard_2,874,2382,1,0,0,0,0,0,355
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,876,3960,0,0,0,0,0,25,265
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,903,2356,0,0,0,0,0,0,176
org.mudebug.prapr.mutators.FieldNameMutator_2,905,2381,0,0,0,0,0,0,314
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,907,2334,0,0,1,1,1,21,92
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,930,2373,0,0,0,0,0,0,144
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,932,1293,0,0,0,0,0,3,106
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,937,2373,0,0,0,0,0,16,142
org.mudebug.prapr.mutators.MethCallResultGuard_1,955,2374,0,0,0,0,0,0,165
org.mudebug.prapr.mutators.LocalNameMutator_0,957,2334,0,0,1,1,1,21,92
org.mudebug.prapr.mutators.MethCallResultGuard_1,980,2349,0,0,0,0,0,0,147
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_8,982,2375,0,0,1,1,1,27,181
org.mudebug.prapr.mutators.MethCallResultGuard_0,1011,2334,0,0,0,0,0,0,125
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_3,1013,2375,0,0,0,0,0,2,232
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,1017,2393,0,0,0,0,0,0,508
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1019,1308,0,0,0,0,0,32,322
org.mudebug.prapr.mutators.MethCallResultGuard_1,1053,2374,0,0,0,0,0,0,168
org.pitest.mutationtest.engine.gregor.mutators.MathMutator,1055,2373,0,0,1,1,1,12,144
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,1069,1318,0,0,0,0,0,0,452
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1071,2382,1,0,0,0,0,9,344
org.mudebug.prapr.mutators.MethodNameMutator_4,1082,2375,0,0,1,1,1,22,232
org.mudebug.prapr.mutators.MethodNameMutator_2,1106,2382,1,1,1,1,1,3,339
org.mudebug.prapr.mutators.MethCallResultGuard_1,1110,2375,0,0,0,0,0,0,215
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,1112,2363,0,0,1,1,1,27,66
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,1141,2336,0,0,0,0,0,3,178
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,1146,2375,0,0,0,0,0,0,181
org.mudebug.prapr.mutators.LocalNameMutator_0,1148,3960,0,0,0,0,0,25,265
org.mudebug.prapr.mutators.MethCallResultGuard_0,1175,2375,0,0,0,0,0,0,192
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_7,1177,2375,0,0,1,1,1,27,183
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1206,2385,0,0,0,0,0,0,421
org.mudebug.prapr.mutators.MethodNameMutator_2,1208,2375,0,0,1,1,1,15,215
org.mudebug.prapr.mutators.FieldNameMutator_0,1225,2375,0,0,1,1,1,23,206
org.mudebug.prapr.mutators.MethodNameMutator_1,1250,2385,0,0,0,0,0,2,420
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1254,2375,0,0,1,1,1,27,194
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,1283,1710,0,0,1,1,1,220,526
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1505,2382,1,1,1,1,1,3,338
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,1509,2334,0,0,0,0,0,0,99
org.mudebug.prapr.mutators.LocalNameMutator_1,1511,2334,0,0,1,1,1,13,98
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,1526,2375,0,0,1,1,1,12,192
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1540,3962,0,0,0,0,0,0,314
org.mudebug.prapr.mutators.MethodNameMutator_9,1542,2375,0,0,1,1,1,12,226
org.mudebug.prapr.mutators.LocalNameMutator_0,1556,1692,0,0,0,0,0,1,263
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1559,2329,0,0,0,0,0,1,57
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,1562,2336,0,0,1,1,1,19,173
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,1583,2381,0,0,0,0,0,0,316
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1585,2334,0,0,0,0,0,0,125
org.mudebug.prapr.mutators.MethodNameMutator_1,1587,2374,0,0,0,0,0,15,154
org.mudebug.prapr.mutators.MethCallResultGuard_1,1604,2387,0,0,0,0,0,0,456
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_3,1606,2375,0,0,1,1,1,10,215
org.mudebug.prapr.mutators.ArgumentListMutator_2,1618,2374,0,0,0,0,0,0,168
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,1620,2378,0,0,1,1,1,27,274
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_7,1649,2392,0,0,1,1,1,21,500
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,1672,2375,0,0,0,0,0,14,198
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1688,1113,0,0,1,1,1,63,527
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,1753,2334,0,0,1,1,1,20,92
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,1775,2389,0,0,0,0,0,0,473
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_4,1777,2385,0,0,0,0,0,10,398
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,1789,2390,0,0,1,1,1,23,482
