mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.ArgumentListMutator_3,25138916,1812,0,0,2,2,2,4108
org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,22491796,928,0,0,0,0,0,3
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,22044753,9543,0,0,0,0,0,12
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,24008870,9255,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethodNameMutator_6,33164068,1115,0,0,0,0,0,1842
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,30841272,8977,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,7213142,2395,0,0,0,0,0,11
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,7464375,2676,0,0,0,0,0,219
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,24166846,8718,0,0,1,1,1,1648
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,35440754,8638,0,0,0,0,0,5
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,34032254,9099,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,30080236,2392,0,0,0,0,0,2
org.mudebug.prapr.mutators.LocalNameMutator_1,308262,2393,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,25262332,9429,0,0,0,0,0,2876
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,11668148,9094,0,0,0,0,0,10
org.mudebug.prapr.mutators.MethCallResultGuard_0,18923872,8812,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_4,12517891,4722,0,0,2,2,2,3760
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,35426106,9347,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethCallResultGuard_1,34507473,9186,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,13750247,6372,0,0,0,0,0,6
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,22712311,2393,0,0,0,0,0,8
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,27500366,9602,0,0,0,0,0,355
org.pitest.mutationtest.engine.gregor.mutators.experimental.SwitchMutator,6214459,8581,0,0,2,2,2,4113
org.mudebug.prapr.mutators.MethodNameMutator_2,688610,9427,0,0,0,0,0,33
org.mudebug.prapr.mutators.FieldNameMutator_1,35023873,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,15168285,7393,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,20193068,8410,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_23,30779839,8608,0,0,0,0,0,14
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,33764140,7374,0,0,0,0,0,5
org.mudebug.prapr.mutators.LocalNameMutator_0,5168282,2392,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_2,36093433,1407,0,0,2,2,2,6728
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,29004475,2395,0,0,0,0,0,11
org.mudebug.prapr.mutators.MethodNameMutator_8,8481713,8964,0,0,0,0,0,17
org.mudebug.prapr.mutators.MethodNameMutator_0,27627021,4735,0,0,1,1,1,3657
org.mudebug.prapr.mutators.MethodNameMutator_0,16206868,922,0,0,0,0,0,4760
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,4854531,8797,0,0,2,2,2,2552
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,27816962,1840,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_95,32301799,5154,0,0,0,0,0,175
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,25539788,8638,0,0,2,2,2,7545
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,4234730,8650,0,0,2,2,2,7230
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,2746193,8677,0,0,2,2,2,6648
org.mudebug.prapr.mutators.FieldNameMutator_3,4665511,8924,0,0,2,2,2,6608
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,20283975,4729,0,0,2,2,2,3794
org.mudebug.prapr.mutators.MethodNameMutator_0,6013239,4725,0,0,1,1,1,2277
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,1827827,9148,0,0,2,2,2,6608
org.mudebug.prapr.mutators.MethCallResultGuard_0,23634101,1839,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,2354105,8707,0,0,0,2,2,3761
org.mudebug.prapr.mutators.LocalNameMutator_1,28132087,7375,0,0,0,0,0,3
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,21795839,1839,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,10683803,9100,0,0,0,0,0,12
org.pitest.mutationtest.engine.gregor.mutators.PrimitiveReturnsMutator,3211373,6999,0,0,0,0,0,94
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,27531514,8707,0,0,0,1,1,6
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,13055004,9254,0,0,0,0,0,10
org.mudebug.prapr.mutators.FieldNameMutator_1,924592,9099,0,0,2,2,2,6608
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,11285909,8977,0,0,0,0,0,58
org.mudebug.prapr.mutators.FieldNameMutator_1,37508806,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_5,24766667,9094,0,0,0,0,0,30
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,11033513,6114,0,0,0,0,0,3088
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,15159639,9427,0,0,2,2,2,6608
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,22605802,2676,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_43,14320969,1092,0,0,0,0,0,21
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,24142880,1812,0,0,0,0,0,7
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,22297191,1839,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalNameMutator_1,26918881,7393,0,0,2,2,2,111
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,25438908,7374,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,18959075,7374,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_1,33792385,1092,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_0,22689900,7374,0,0,0,0,0,4
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,36570687,5844,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_8,11716930,9261,0,0,0,0,0,14
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,21776165,9798,0,0,2,2,2,6608
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,20713483,9148,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldNameMutator_0,686177,2676,0,0,0,0,0,17
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,14448259,8660,0,0,2,2,2,45
org.mudebug.prapr.mutators.FieldNameMutator_0,4978153,1142,0,0,2,2,2,6814
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,37054504,8977,0,0,0,0,0,2050
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,33361891,8632,0,0,0,0,0,6
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,25172373,8645,0,0,1,1,1,1392
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,16017576,2396,0,0,0,2,2,232
org.mudebug.prapr.mutators.MethodNameMutator_0,9359198,1780,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,20184567,4953,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,15124369,6457,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,31678340,8671,0,0,0,2,2,27
org.mudebug.prapr.mutators.ArgumentListMutator_1,33320149,8667,0,0,0,2,2,34
org.mudebug.prapr.mutators.MethodNameMutator_0,435006,5844,0,2,2,2,2,3184
org.mudebug.prapr.mutators.MethodNameMutator_5,31260304,919,0,0,1,1,1,3036
org.mudebug.prapr.mutators.MethCallResultGuard_1,22326053,1092,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_8,21227766,7400,0,0,0,0,0,2
org.mudebug.prapr.mutators.ArgumentListMutator_4,20144958,799,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,23832024,6098,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,340579,6994,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_7,19945017,8977,0,0,0,0,0,85
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,27342474,8647,0,0,2,2,2,6902
