mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.MethCallResultGuard_2,14497774,7422,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,17671138,8016,0,0,0,0,0,3154
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,19976723,4659,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_0,8046252,828,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,2411085,1481,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_2,15416484,8160,0,0,0,0,0,2361
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,28204015,8214,0,0,0,0,0,2131
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,7752555,2043,0,0,0,0,0,23
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,9493754,8958,0,0,16,16,16,6310
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,25594677,8325,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_9,15973105,1363,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_3,10013634,1245,0,0,0,0,0,209
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,22897467,2036,0,0,0,0,0,114
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,19586692,6700,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,20329807,643,0,0,0,0,0,5420
org.mudebug.prapr.mutators.MethCallResultGuard_2,12132785,619,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,9442700,2041,0,0,0,16,16,255
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,28679862,7769,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,15789439,3667,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,25268,2327,0,0,16,16,16,150
org.mudebug.prapr.mutators.FieldNameMutator_2,6521989,847,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_2,5234558,7888,0,0,0,0,0,802
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,4795549,6435,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,11667888,4594,0,0,0,0,0,677
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,26859690,2045,0,0,0,0,0,14
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,27667439,8333,0,0,0,0,0,2543
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,4809522,6435,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,30286645,7939,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_1,26566194,7431,0,0,13,13,13,441
org.mudebug.prapr.mutators.ArgumentListMutator_4,7308339,2046,0,0,0,4,4,99
org.mudebug.prapr.mutators.MethCallResultGuard_1,11668632,620,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,19849456,8639,0,0,0,0,0,5959
org.mudebug.prapr.mutators.FieldNameMutator_1,28577085,8454,0,0,0,0,0,186
org.mudebug.prapr.mutators.ArgumentListMutator_3,9593348,1457,0,0,16,16,16,6134
org.mudebug.prapr.mutators.MethodNameMutator_0,5770833,619,0,0,2,2,2,2949
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,12733334,5479,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_2,2982480,1742,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,9694506,8375,0,0,0,0,0,3
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,14564210,6333,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,3000656,7422,0,0,0,0,0,241
org.mudebug.prapr.mutators.ArgumentListMutator_2,26579048,2044,0,0,0,0,0,2
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,28053221,2269,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_2,23224803,6313,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,30842148,8458,0,0,16,16,16,6310
org.mudebug.prapr.mutators.MethodNameMutator_0,15641929,6407,0,0,0,0,0,4
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,24961788,8138,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_7,12471811,6700,0,0,0,0,0,3154
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_86,7812760,802,0,0,2,2,2,3120
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,2337381,6335,0,0,16,16,16,35
org.mudebug.prapr.mutators.FieldNameMutator_0,15436032,845,0,0,1,1,1,3445
org.mudebug.prapr.mutators.FieldNameMutator_0,6021633,1457,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_1,30419512,6335,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,30029166,824,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,11745651,5490,0,0,0,0,0,18
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_2,15217293,846,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_1,15256009,635,0,0,10,10,10,5009
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1162999,8554,0,0,0,0,0,75
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,13406061,1521,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,23564581,1468,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,2862319,2327,0,0,16,16,16,91
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,16035680,5469,0,0,16,16,16,6065
org.mudebug.prapr.mutators.MethodNameMutator_7,1608693,7422,0,0,0,0,0,2
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,11982313,5297,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_6,27101670,6700,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalNameMutator_0,22052386,7909,0,0,0,0,0,111
org.mudebug.prapr.mutators.MethodNameMutator_0,21709735,6700,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,20726435,2043,0,0,10,10,10,2541
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1069077,6333,0,0,0,1,1,4
org.mudebug.prapr.mutators.MethCallResultGuard_0,17708416,5475,0,0,0,0,0,0
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,21759993,6700,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,11223832,8304,0,0,0,0,0,13
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,28746021,9064,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,16171989,8640,0,0,0,0,0,5882
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,21257778,5524,0,0,0,8,8,24
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,22667884,6700,0,0,0,4,4,135
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,7150443,824,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,23550676,8298,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_1,1851893,1447,0,0,0,0,0,4
org.mudebug.prapr.mutators.FieldNameMutator_0,7299691,2265,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,14142799,7007,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_90,7537585,802,0,0,0,0,0,4
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,16077820,635,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,6886830,2035,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,4388275,7977,0,0,0,1,1,12
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,3713551,3146,0,0,0,0,0,7
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,30281050,654,0,0,0,0,0,4
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,9509524,8554,0,0,0,0,0,2137
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_89,996086,4608,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_3,24429298,4562,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,3142900,7905,0,0,16,16,16,6579
org.mudebug.prapr.mutators.FieldNameMutator_3,13295731,2265,0,0,16,16,16,153
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,6176539,635,0,0,0,10,10,924
org.mudebug.prapr.mutators.LocalNameMutator_2,6267702,8298,0,0,0,0,0,8
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,10954563,1484,0,0,16,16,16,163
org.mudebug.prapr.mutators.LocalNameMutator_0,27065685,5455,0,0,16,16,16,4079
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,27177152,766,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_5,1987485,3258,0,0,0,0,0,0
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,23271891,6697,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,264023,6335,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,11682398,7979,0,0,1,1,1,2269
org.mudebug.prapr.mutators.MethCallResultGuard_2,11856021,662,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,17066410,8298,0,0,0,0,0,21
