mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,4664331,7850,0,0,1,1,1,6740
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,9940372,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_0,4652700,984,1,0,1,1,1,6
org.mudebug.prapr.mutators.MethCallResultGuard_1,6738235,8982,0,0,0,0,0,6
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,7513848,9073,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethCallResultGuard_1,2324060,4530,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,8971486,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_0,3553138,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_5,3249865,517,0,0,0,0,0,4
org.mudebug.prapr.mutators.ArgumentListMutator_2,2969095,3939,0,0,1,1,1,6004
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,9245546,940,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,7840911,3919,0,0,0,0,0,6
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_95,2629870,793,0,0,0,0,0,17
org.mudebug.prapr.mutators.FieldNameMutator_5,576190,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,484475,1463,0,0,0,0,0,4
org.mudebug.prapr.mutators.MethodNameMutator_2,418220,4399,0,0,1,1,1,83
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,2558854,7922,0,0,1,1,1,2915
org.mudebug.prapr.mutators.MethCallResultGuard_1,3859135,862,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_0,9360359,5266,0,0,0,0,0,3932
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,6959598,7870,0,0,0,0,0,3640
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,9928103,1497,0,0,0,0,0,8
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,1980497,845,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,1372818,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_2,7739309,7897,0,0,0,0,0,131
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,10453576,7823,0,0,1,1,1,5782
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,10138245,645,0,0,1,1,1,4020
org.mudebug.prapr.mutators.FieldNameMutator_5,4493287,2243,0,0,0,0,0,133
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,2962608,813,0,0,1,1,1,6485
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,10685558,4288,0,0,1,1,1,5910
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,5106513,7850,0,0,1,1,1,5545
org.mudebug.prapr.mutators.FieldNameMutator_1,1189089,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,1522265,7844,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_2,282619,7823,0,0,1,1,1,5782
org.mudebug.prapr.mutators.MethodNameMutator_3,4069828,7922,0,0,1,1,1,885
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,8664385,862,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,1767272,1394,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,7150518,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_0,1920779,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_75,9727182,860,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_6,8846739,4389,0,0,0,0,0,44
org.mudebug.prapr.mutators.MethodNameMutator_0,10768544,617,0,0,0,0,0,7
org.mudebug.prapr.mutators.MethodNameMutator_6,8347905,1463,0,0,1,1,1,699
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,4467884,8982,0,0,1,1,1,6139
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,546225,3567,0,0,0,0,0,6
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,10990539,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,2813495,2853,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_1,1062857,6095,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,3700415,7850,0,0,1,1,1,6740
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,162775,7822,0,0,1,1,1,5194
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_96,2891689,793,0,0,0,0,0,3
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,7946127,7842,0,0,1,1,1,6217
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_1,9820623,7900,0,0,0,0,0,143
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,6724348,637,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,1877237,7850,0,0,1,1,1,6740
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,10304039,7867,0,0,0,0,0,3524
org.mudebug.prapr.mutators.ArgumentListMutator_4,8531482,842,0,0,1,1,1,6084
org.mudebug.prapr.mutators.ArgumentListMutator_1,5918174,5269,0,0,0,0,0,6
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,241141,7822,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_0,5581910,7822,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_6,3277665,7868,0,0,1,1,1,6739
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,9066337,1491,0,0,1,1,1,5997
org.mudebug.prapr.mutators.FieldNameMutator_3,6330462,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_0,2659938,865,0,0,0,0,0,1182
org.mudebug.prapr.mutators.MethCallResultGuard_2,6720120,3040,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,3377099,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_0,7569798,3035,0,0,1,1,1,5999
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,7091332,7850,0,0,1,1,1,6740
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,3262184,3035,0,0,1,1,1,5998
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,7754193,843,0,0,1,1,1,6084
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,8508998,5269,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,242861,4399,0,0,1,1,1,83
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,7614445,7892,0,0,0,0,0,6
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,2552770,4182,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,2721702,3035,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,8860860,517,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,3170570,7868,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,4964529,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,9972373,5269,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_44,4501923,793,0,0,0,0,0,73
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,7911150,2243,0,0,0,0,0,78
org.mudebug.prapr.mutators.FieldNameMutator_0,8194469,2243,0,0,0,0,0,41
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,10408299,862,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_0,384941,984,1,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,6507799,851,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,10960326,7892,0,0,0,0,0,6
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,7551107,5271,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,10512550,2319,0,0,1,1,1,2474
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,3495108,9001,0,0,1,1,1,6726
org.mudebug.prapr.mutators.FieldNameMutator_3,4644258,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,4501737,1394,0,0,0,0,0,13
org.mudebug.prapr.mutators.MethodNameMutator_0,7684298,855,0,0,1,1,1,6040
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,5492863,5508,0,0,1,1,1,2475
org.mudebug.prapr.mutators.MethodNameMutator_2,1870053,1489,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,1870063,842,0,0,0,0,0,4
org.mudebug.prapr.mutators.MethodNameMutator_3,4610191,7922,0,0,1,1,1,816
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,6494400,4180,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,2744174,5598,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,5092353,7900,0,0,0,0,0,3117
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,5677230,7868,0,0,0,0,0,3537
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,8194461,1434,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethCallResultGuard_0,312808,7888,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,1072542,7897,0,0,1,1,1,6082
org.mudebug.prapr.mutators.FieldNameMutator_2,7853919,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,5638345,4176,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,6797556,7850,0,0,1,1,1,6740
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,5917472,1485,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,10553660,2243,0,0,0,0,0,78
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,7930602,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,2464949,2276,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,7042354,4182,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,2355911,3418,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,4809030,1495,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,7739442,7922,0,0,1,1,1,2643
org.mudebug.prapr.mutators.FieldNameMutator_5,3495100,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_6,2491246,617,0,0,0,0,0,26
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,9964331,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,7742101,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,9028001,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_2,9721398,7823,0,0,1,1,1,5782
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,3851236,5508,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,8732429,513,0,0,0,0,0,3192
org.mudebug.prapr.mutators.ArgumentListMutator_5,9689260,1394,0,0,1,1,1,5997
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,4134888,617,0,0,0,0,0,25
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_18,3956983,793,0,0,0,0,0,38
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,3857151,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,3370731,7823,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_1,3642813,617,0,0,0,0,0,7
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,2909873,2243,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,3164286,793,0,0,1,1,1,6084
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,10553740,7866,0,0,1,1,1,5904
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,6711632,1435,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethCallResultGuard_2,4125656,7922,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,3682503,793,0,0,1,1,1,6081
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,7614475,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,10088973,2575,0,0,0,0,0,28
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,6073951,7868,0,0,0,0,0,3640
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,3381775,615,0,0,1,1,1,6074
org.mudebug.prapr.mutators.FieldNameMutator_1,6882792,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,10399515,7823,0,0,1,1,1,5436
org.mudebug.prapr.mutators.FieldNameMutator_3,8377513,2243,0,0,0,0,0,50
org.mudebug.prapr.mutators.MethCallResultGuard_0,9100580,4271,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,5322644,7866,0,0,1,1,1,6503
org.mudebug.prapr.mutators.LocalNameMutator_0,4346486,5266,0,0,1,1,1,5922
org.mudebug.prapr.mutators.FieldNameMutator_2,9820768,2243,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,7863215,617,0,0,0,0,0,79
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,301530,7822,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_9,8804031,5271,0,0,0,0,0,6
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,9795350,1434,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,4629369,5271,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,7135771,9074,0,0,1,1,1,6479
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,4467872,816,0,0,0,0,0,1
