mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.FieldNameMutator_2,17728477,1777,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,2402358,6710,0,0,0,1,1,8
org.mudebug.prapr.mutators.FieldNameMutator_3,5977138,5378,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,19155817,6176,0,0,1,1,1,2868
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,11634036,1246,0,0,0,1,1,9
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,1766776,347,0,0,0,0,0,3986
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,8036222,7764,0,0,0,0,0,5
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,13174755,7303,0,0,0,0,0,1969
org.mudebug.prapr.mutators.ArgumentListMutator_1,15006476,2458,0,0,0,0,0,25
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,12139084,4395,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,12911053,7108,0,0,1,1,1,5538
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,12443338,6711,0,0,1,1,1,5365
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,7217647,7058,0,0,1,1,1,5538
org.mudebug.prapr.mutators.FieldNameMutator_0,19387588,6651,0,0,0,0,0,23
org.mudebug.prapr.mutators.MethCallResultGuard_0,144012,7764,0,0,0,0,0,5
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,4108913,6714,0,0,0,1,1,113
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,18690389,4392,0,0,1,1,1,5220
org.mudebug.prapr.mutators.MethCallResultGuard_0,6371745,247,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,5711273,7302,0,0,0,0,0,7
org.mudebug.prapr.mutators.ArgumentListMutator_1,13705565,5363,0,0,1,1,1,2150
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,20991494,4411,0,0,0,0,0,23
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,16070193,7231,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,13013297,7058,0,0,1,1,1,5538
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,3212748,5356,0,0,0,0,0,136
org.mudebug.prapr.mutators.MethodNameMutator_0,10866927,1234,0,0,0,0,0,7
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,11950452,3249,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,16887107,7109,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,9505712,6176,0,0,0,0,0,32
org.mudebug.prapr.mutators.FieldNameMutator_0,11520353,6650,0,0,1,1,1,5298
org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,2465610,1053,0,0,0,0,0,1806
org.mudebug.prapr.mutators.MethodNameMutator_3,8993021,6706,0,0,0,1,1,0
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,19134584,562,0,0,1,1,1,2371
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,4568581,7381,0,0,0,0,0,1946
org.mudebug.prapr.mutators.MethodNameMutator_0,19213314,547,0,0,0,1,1,110
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,9820382,3388,0,0,0,1,1,148
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,6033981,347,0,0,0,0,0,786
org.mudebug.prapr.mutators.LocalNameMutator_2,5939987,7058,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,9020359,6415,0,0,0,1,1,7
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,8304598,1788,0,0,1,1,1,4520
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,5044180,6706,0,0,0,0,0,6
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,7242819,6706,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,6331631,3388,0,0,0,1,1,148
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,6090234,1042,0,0,1,1,1,1696
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,17743795,6706,0,0,1,1,1,49
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,609407,6683,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,11212104,6386,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_3,14225583,7098,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,2791899,6678,0,0,0,0,0,5
org.mudebug.prapr.mutators.LocalNameMutator_0,14101451,547,0,0,0,0,0,127
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,6534399,7058,0,0,1,1,1,5538
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,13151677,6684,0,0,1,1,1,1008
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,12469315,347,0,0,0,0,0,2734
org.mudebug.prapr.mutators.ArgumentListMutator_0,8982902,7783,0,0,1,1,1,5985
org.mudebug.prapr.mutators.MethodNameMutator_4,10797213,1563,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_1,6666089,328,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,3374772,1119,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,11064862,1053,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,15373282,6689,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1117306,5214,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldNameMutator_4,13855854,7058,0,0,1,1,1,5226
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,18646605,1834,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,10855614,334,0,0,0,0,0,6
org.mudebug.prapr.mutators.ArgumentListMutator_0,19209536,1234,0,0,1,1,1,3
org.mudebug.prapr.mutators.MethodNameMutator_8,14230533,1248,0,0,0,0,0,4
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,19057965,503,0,0,0,0,0,37
org.mudebug.prapr.mutators.MethodNameMutator_0,18882615,334,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_4,18917144,7058,0,0,1,1,1,5538
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,11781269,3611,0,0,1,1,1,4302
org.mudebug.prapr.mutators.LocalNameMutator_1,10025335,6728,0,0,0,1,1,2802
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,19141621,7382,0,0,1,1,1,5538
org.mudebug.prapr.mutators.FieldNameMutator_3,14434925,1106,0,0,0,0,0,10
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,8309120,517,0,0,0,1,1,141
org.mudebug.prapr.mutators.ArgumentListMutator_5,6551622,245,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,8187153,5356,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,13649216,3675,0,0,1,1,1,4269
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,5044176,7380,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,6534295,7058,0,0,0,0,0,102
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_23,13519409,5356,0,0,0,0,0,3
org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,1621295,6986,0,0,0,0,0,4
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,9087013,3249,0,0,1,1,1,4757
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,1357906,4395,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,13177112,6672,0,0,1,1,1,5888
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,18888157,1777,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalNameMutator_0,3780144,6651,0,0,1,1,1,4449
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,6338367,1038,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,1637133,1777,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_7,17288908,3587,0,0,0,0,0,25
org.mudebug.prapr.mutators.MethodNameMutator_0,2791918,6743,0,0,0,0,0,1942
org.mudebug.prapr.mutators.MethodNameMutator_4,7732884,1135,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethodNameMutator_1,15950934,1053,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,8855315,6683,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,13707760,1234,0,0,0,1,1,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,4959684,7302,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_83,1694677,495,0,0,0,0,0,662
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,16815216,4410,0,0,0,0,0,1371
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,9123252,1038,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_6,6126680,5356,0,0,1,1,1,2601
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_45,18470027,555,0,0,0,0,0,156
org.mudebug.prapr.mutators.MethCallResultGuard_1,1305157,3388,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,18173923,1106,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,5573683,7052,0,0,0,0,0,61
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_46,15908192,5356,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,14961454,2459,0,0,1,1,1,5291
org.mudebug.prapr.mutators.MethCallResultGuard_0,11314376,1052,0,0,1,1,1,4574
