mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,9016764,2036,0,0,0,1,1,228
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,1601926,6644,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,2265395,2330,0,0,0,0,0,138
org.mudebug.prapr.mutators.FieldNameMutator_2,2865841,2315,0,0,0,0,0,142
org.mudebug.prapr.mutators.MethodNameMutator_3,1321963,6644,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_55,8158464,866,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,8572062,872,0,0,1,1,1,6104
org.mudebug.prapr.mutators.FieldNameMutator_0,8327758,2315,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,3039570,5425,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,144635,2315,0,0,0,0,0,4
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_0,3957493,8129,0,0,0,0,0,95
org.mudebug.prapr.mutators.LocalNameMutator_1,5315544,5420,0,0,1,1,1,5975
org.mudebug.prapr.mutators.FieldNameMutator_1,2067558,2315,0,0,0,0,0,145
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,323674,6644,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_87,2444124,866,0,0,0,0,0,32
org.mudebug.prapr.mutators.FieldNameMutator_0,3513202,1732,0,0,0,0,0,158
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,6208377,5674,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,8281023,2315,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,2290790,5662,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,2076245,6275,0,0,1,1,1,3466
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,5075342,6644,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,919165,861,0,0,0,0,0,44
