mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,25048246,8797,0,0,0,0,0,4917
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,658670,9179,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethCallResultGuard_1,34389028,1875,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_0,3291998,9092,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethodNameMutator_8,34294997,9055,0,0,0,0,0,5
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,21913492,1142,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldNameMutator_0,11927405,9092,0,0,1,1,1,6609
org.mudebug.prapr.mutators.MethodNameMutator_6,3395124,4763,0,0,1,1,1,2238
org.mudebug.prapr.mutators.LocalNameMutator_0,20135721,2014,1,0,0,1,1,3
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,18606218,1839,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_0,38841946,9092,0,0,0,0,0,181
org.mudebug.prapr.mutators.MethCallResultGuard_0,33879825,913,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_6,10538574,4724,0,0,1,1,1,327
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,798234,9127,0,0,0,0,0,2341
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,37249680,9539,0,0,0,0,0,721
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,30950076,8794,0,0,0,0,0,446
org.mudebug.prapr.mutators.MethodNameMutator_2,34008570,8797,0,0,0,0,0,4910
org.mudebug.prapr.mutators.FieldNameMutator_3,38540141,9092,0,0,1,1,1,6609
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,5218595,9421,0,0,1,1,1,6609
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,22617580,6114,0,0,0,0,0,28
org.mudebug.prapr.mutators.MethodNameMutator_8,2155981,4742,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,33841268,1784,0,0,1,1,1,5911
org.mudebug.prapr.mutators.MethodNameMutator_9,7204986,4733,0,0,1,1,1,3751
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,12184418,2390,0,0,0,0,0,4
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,1435216,7374,0,0,0,0,0,117
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,33184098,8712,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,31231423,8787,0,0,0,1,1,41
org.mudebug.prapr.mutators.MethodNameMutator_5,9816054,5169,0,0,1,1,1,457
org.mudebug.prapr.mutators.MethodNameMutator_0,32645198,5186,0,0,1,1,1,2935
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1931023,9340,0,0,0,0,0,10
org.mudebug.prapr.mutators.MethCallResultGuard_1,29384323,2002,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,5181942,8707,0,0,0,0,0,4
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,2466677,1839,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_4,4548408,1839,0,0,1,1,1,4090
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,14537191,9318,0,0,1,1,1,6609
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,34711251,2014,1,0,1,1,1,3
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,6808445,8787,0,0,0,1,1,42
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,34373240,4782,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,22992641,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,33327777,4768,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,4386571,1871,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,12373192,7374,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,39577690,8698,0,0,0,0,0,2574
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,10170210,944,0,0,1,1,1,560
org.mudebug.prapr.mutators.LocalNameMutator_0,17604394,8717,0,0,1,1,1,3669
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,1703264,2390,0,0,0,0,0,99
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,32824149,1857,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_83,33985784,1092,0,0,0,1,1,951
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,23636931,9256,0,0,1,1,1,6609
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,18673029,1839,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_0,29187726,9092,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethodNameMutator_4,37811502,7374,0,0,1,1,1,122
org.mudebug.prapr.mutators.MethCallResultGuard_1,29623070,9097,0,0,0,0,0,190
org.mudebug.prapr.mutators.MethodNameMutator_6,27983287,4738,0,0,1,1,1,1797
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,3683043,8671,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,19943165,9161,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,30531341,8612,0,0,1,1,1,235
org.mudebug.prapr.mutators.MethodNameMutator_4,20087852,906,0,0,0,0,0,26
org.mudebug.prapr.mutators.FieldNameMutator_0,35855698,9689,0,0,1,1,1,6609
org.mudebug.prapr.mutators.MethodNameMutator_3,3412007,903,0,0,1,1,1,4668
org.mudebug.prapr.mutators.FieldNameMutator_3,13752067,9093,0,0,0,0,0,110
org.mudebug.prapr.mutators.LocalNameMutator_0,23103500,8671,0,0,0,1,1,26
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,24747697,7374,0,0,1,1,1,1751
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,25372144,8717,0,0,1,1,1,3692
org.mudebug.prapr.mutators.ArgumentListMutator_1,28277713,9144,0,0,0,0,0,1908
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,4856629,9097,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,1500319,2676,0,0,1,1,1,6669
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,23320242,8638,0,0,0,0,0,10
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,32632549,1773,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,9782607,2676,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_IF,16277996,4902,0,0,1,1,1,425
org.mudebug.prapr.mutators.ArgumentListMutator_2,13138939,9092,0,0,0,0,0,5
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,27756057,7381,0,0,0,0,0,27
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,18323960,2014,1,0,1,1,1,3
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,39377107,8707,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,3131601,8612,0,0,1,1,1,493
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,23609138,8667,0,0,0,1,1,29
org.mudebug.prapr.mutators.MethodNameMutator_0,29307311,9092,0,0,0,0,0,17
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_14,31823681,8608,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_4,31209962,2014,1,0,1,1,1,8
org.mudebug.prapr.mutators.MethodNameMutator_2,27487626,2014,1,0,1,1,1,3
org.mudebug.prapr.mutators.FieldNameMutator_0,4627002,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_8,19736273,9371,0,0,1,1,1,6609
org.mudebug.prapr.mutators.MethCallResultGuard_2,7799862,8671,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_0,38178783,5169,0,0,1,1,1,457
org.mudebug.prapr.mutators.LocalNameMutator_1,30930354,8645,0,0,0,0,0,713
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,21542388,5254,0,0,0,0,0,2737
org.mudebug.prapr.mutators.MethodNameMutator_1,32300454,5254,0,0,1,1,1,2909
org.mudebug.prapr.mutators.FieldNameMutator_1,9439541,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,296727,5855,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,9155335,9557,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,32440146,8717,0,0,1,1,1,3713
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,33758929,2390,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,29829423,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalNameMutator_2,33317202,9092,0,0,0,0,0,8
org.pitest.mutationtest.engine.gregor.mutators.EmptyObjectReturnValsMutator,20033593,5855,0,1,1,1,1,3184
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,22202473,7374,0,0,0,1,1,278
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,23816361,8717,0,0,1,1,1,3752
org.mudebug.prapr.mutators.FieldNameMutator_3,36929240,9092,0,0,0,0,0,2768
org.mudebug.prapr.mutators.MethodNameMutator_6,34857280,9065,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethCallResultGuard_1,25081883,903,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,10108964,2676,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,36957312,2676,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_16,10588659,5137,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,37225763,8645,0,0,0,0,0,553
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,30518009,1164,0,0,0,0,0,1
