mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_72,29683694,7657,0,0,0,0,0,3
org.mudebug.prapr.mutators.MethCallResultGuard_2,16082673,7633,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_2,8528328,7961,0,0,0,0,0,290
org.mudebug.prapr.mutators.ArgumentListMutator_2,8707035,8210,0,0,1,1,1,6135
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,7490038,1936,0,0,0,1,1,102
org.mudebug.prapr.mutators.ArgumentListMutator_2,8011253,6241,0,0,1,1,1,2624
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,8256635,7961,0,0,0,0,0,2404
org.mudebug.prapr.mutators.MethodNameMutator_1,14067813,807,0,0,1,1,1,3278
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,27967007,7829,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,10475397,1379,0,0,0,0,0,1847
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,20253505,7084,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,21309749,3842,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethCallResultGuard_0,29307364,8138,0,0,0,0,0,3
org.mudebug.prapr.mutators.FieldNameMutator_0,15708929,1384,0,0,1,1,1,5143
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,9455503,1756,0,0,1,1,1,62
org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,6735167,3396,1,0,0,0,0,9
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,15552909,785,0,0,0,1,1,5991
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,28776391,5911,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_5,2734346,7961,0,0,0,0,0,17
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,27720430,1925,0,0,0,1,1,148
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,18728487,785,0,0,1,1,1,5313
