mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,31190357,7130,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,24383685,5879,0,0,0,0,0,190
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,24778286,1114,0,0,0,0,0,18
org.mudebug.prapr.mutators.MethodNameMutator_6,17326623,4534,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,6690582,2592,0,0,0,0,0,323
org.mudebug.prapr.mutators.MethodNameMutator_5,11822213,5042,0,0,0,0,0,2583
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,11006260,868,0,0,0,0,0,3
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,11153555,8428,0,0,1,1,1,6759
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,30637916,2592,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,2123434,883,0,0,0,0,0,26
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_74,12945114,8336,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,32309653,8828,0,0,0,0,0,30
org.mudebug.prapr.mutators.FieldNameMutator_1,24130404,8829,0,0,0,0,0,1918
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_1,31028064,3513,0,0,0,0,0,96
org.mudebug.prapr.mutators.MethodNameMutator_4,12594498,8983,0,0,0,0,0,8
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_21,2851339,8336,0,0,0,0,0,4
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,6368771,7131,0,0,0,0,0,3
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,22647939,2592,0,0,0,0,0,279
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,29693004,9053,0,0,1,1,1,6657
