mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_6,23714597,5397,0,0,0,0,1,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,41917966,5310,0,0,3,3,3,3082
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,13590054,1087,0,0,0,0,1,156
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,17124739,9998,0,0,0,0,1,0
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,17583510,6259,0,0,3,3,3,2612
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,12346266,8388,0,0,0,0,1,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,24303682,6276,0,0,0,0,1,4
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,21885542,5288,0,0,0,0,1,0
org.mudebug.prapr.mutators.FieldNameMutator_2,47184019,9317,0,0,0,0,1,0
org.mudebug.prapr.mutators.MethodNameMutator_4,44496842,382,0,0,0,0,1,2431
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,21234019,1329,0,0,0,0,1,1
org.mudebug.prapr.mutators.MethodNameMutator_1,13001733,1755,0,0,0,0,1,117
org.mudebug.prapr.mutators.FieldNameMutator_4,31469906,1004,0,0,3,3,3,127
org.mudebug.prapr.mutators.MethodNameMutator_8,23408416,1042,0,0,0,0,1,1
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,43886972,6215,0,0,0,0,1,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,13596192,6271,0,0,0,0,1,1888
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,43453189,9289,0,0,1,3,3,75
org.mudebug.prapr.mutators.MethCallResultGuard_1,21737155,946,0,0,0,0,1,0
org.mudebug.prapr.mutators.FieldNameMutator_1,38187992,1114,0,0,3,3,3,3938
org.mudebug.prapr.mutators.MethCallResultGuard_2,1761160,9079,0,0,0,0,1,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,42244951,356,0,0,0,0,1,36
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,8158768,6259,0,0,0,0,1,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,21816782,5993,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_0,14960224,1350,0,0,0,0,1,87
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,12913359,9704,0,0,0,0,1,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,41955537,6816,0,0,3,3,3,2723
org.mudebug.prapr.mutators.MethodNameMutator_0,38917,8447,0,0,0,0,1,2
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,32603003,9197,0,0,0,0,1,174
org.mudebug.prapr.mutators.MethCallResultGuard_1,12172499,6276,0,0,0,0,1,2
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,3254436,8662,0,0,3,3,3,3401
org.mudebug.prapr.mutators.FieldNameMutator_5,26207954,6198,0,0,0,0,1,8
org.mudebug.prapr.mutators.ArgumentListMutator_5,11001185,4648,0,0,0,0,1,1
