mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,6548991,1285,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,5389179,2023,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_8,3268249,5855,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_2,1766840,1793,0,0,0,1,1,207
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,859112,2023,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalNameMutator_0,6762151,4871,0,0,1,1,1,5713
org.mudebug.prapr.mutators.MethodNameMutator_5,6947461,5855,0,0,0,0,0,1832
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,582084,2023,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,5620441,2023,0,0,0,0,0,47
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,464768,3805,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,668902,3910,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,5959117,5855,0,0,1,1,1,453
org.mudebug.prapr.mutators.MethodNameMutator_5,2701125,5855,0,0,0,0,0,2944
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,6773227,2023,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,4037793,2023,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_0,523517,5855,0,0,0,0,0,4
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,6297598,7216,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,4803693,1787,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,7668056,2023,0,0,0,0,0,617
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,5066519,1795,0,0,0,0,0,23
org.mudebug.prapr.mutators.MethodNameMutator_6,6039535,5855,0,0,0,0,0,2936
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,3089918,7205,0,0,1,1,1,6104
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,4757138,5882,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_2,3339018,4852,0,0,1,1,1,5719
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,5795952,723,0,0,0,0,0,17
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,8630075,7233,0,0,0,0,0,82
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,3120912,7190,0,0,1,1,1,6405
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,802367,1332,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_1,7877684,3305,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,3548902,2023,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,589919,5870,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,4197127,728,0,0,0,0,0,1483
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,5356920,4931,0,0,0,0,0,6
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_6,5867874,5214,0,0,0,0,0,3
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,5411168,691,0,0,1,1,1,6261
org.mudebug.prapr.mutators.LocalNameMutator_0,5859678,5870,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_8,8728641,5882,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.BooleanFalseReturnValsMutator,5549141,3861,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,8618507,1311,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,8477433,5855,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,5280627,2742,0,0,0,0,0,1
