mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,13870195,3999,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_1,16293429,8127,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_2,23146630,502,0,0,0,0,0,3
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_79,30904630,5168,0,0,0,5,5,2081
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,18647981,323,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,569723,818,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_0,30911819,716,0,0,5,5,5,2384
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,21670430,1367,0,0,3,3,3,5136
org.mudebug.prapr.mutators.MethCallResultGuard_0,21197728,7925,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,24443905,2320,0,0,2,2,2,92
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,8181985,837,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,10547659,7542,0,0,5,5,5,5679
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,24714892,8096,0,0,0,0,0,23
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,3565437,7541,0,0,3,3,3,5107
org.mudebug.prapr.mutators.MethodNameMutator_0,26685427,7668,0,0,0,0,0,8
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,3559858,836,0,0,5,5,5,4733
org.mudebug.prapr.mutators.MethCallResultGuard_0,31175152,4977,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,27685560,5052,0,0,5,5,5,4629
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,28538901,323,0,0,2,2,2,217
org.mudebug.prapr.mutators.MethodNameMutator_2,19446456,5170,0,0,0,0,0,8
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,14884896,7811,0,0,0,0,0,247
org.mudebug.prapr.mutators.MethCallResultGuard_0,9402479,839,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,15293485,712,0,0,0,0,0,29
org.mudebug.prapr.mutators.LocalNameMutator_0,19545137,4443,0,0,2,2,2,185
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,15381594,5248,0,0,0,0,0,5
org.mudebug.prapr.mutators.MethCallResultGuard_1,15863757,7992,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,5477473,7568,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_2,24040905,4566,0,0,0,0,0,37
org.mudebug.prapr.mutators.FieldNameMutator_0,26827459,7540,0,0,3,5,5,6007
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,27639805,7603,0,0,0,1,1,3117
org.mudebug.prapr.mutators.LocalNameMutator_0,14191680,5053,0,0,5,5,5,2707
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,4000108,4977,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArithmeticOperatorDeletion_0,25003126,8001,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_3,36157911,5178,0,0,0,0,0,7
org.mudebug.prapr.mutators.FieldNameMutator_4,8863129,811,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,8754920,7603,0,0,0,1,1,93
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_8,7904984,8796,0,0,3,5,5,1993
org.mudebug.prapr.mutators.LocalNameMutator_0,35408022,4423,0,0,2,2,2,221
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,18073854,1374,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_3,33126525,500,0,0,5,5,5,4697
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,10530396,5907,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_1,24438682,1363,0,0,0,0,0,89
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,20137178,5049,0,0,5,5,5,2400
org.mudebug.prapr.mutators.FieldNameMutator_3,21185681,2161,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,33349768,5186,0,0,2,2,2,749
org.mudebug.prapr.mutators.MethodNameMutator_5,15573991,7416,0,0,0,0,0,6
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,17181248,4417,0,0,2,2,2,955
org.mudebug.prapr.mutators.MethCallResultGuard_0,25342243,8138,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,13022272,8335,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,14568818,7930,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_0,20425613,4419,0,0,0,0,0,11
org.mudebug.prapr.mutators.ArgumentListMutator_0,36042309,8803,0,0,5,5,5,2014
org.mudebug.prapr.mutators.FieldNameMutator_0,7800,7926,0,0,0,0,0,2
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,3822626,323,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_1,9603306,499,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,14104677,4213,0,0,0,0,0,71
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,25250517,7614,0,0,0,1,1,3408
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,19850787,818,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_5,3377988,5159,0,0,0,0,0,7
org.mudebug.prapr.mutators.MethodNameMutator_1,30475160,7758,0,0,0,0,0,15
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,17048900,7863,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,10706276,1459,0,0,0,0,0,115
org.mudebug.prapr.mutators.FieldNameMutator_0,26083002,6324,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,7752213,7576,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,18875939,8822,0,0,0,0,0,155
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,7805400,2161,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,17466017,343,0,0,0,0,0,1015
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,37126370,502,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_1,13358387,4716,0,0,0,0,0,273
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,31248119,805,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,5257894,7925,0,0,5,5,5,6122
org.mudebug.prapr.mutators.MethCallResultGuard_1,1229768,8142,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_2,27297115,7950,0,0,5,5,5,2255
org.mudebug.prapr.mutators.FieldNameMutator_4,3474976,7925,0,0,5,5,5,6122
org.pitest.mutationtest.engine.gregor.mutators.ArgumentPropagationMutator,3743308,8267,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_3,32704154,7626,0,0,5,5,5,3492
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,20657235,5186,0,0,0,0,0,3
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,23398286,347,0,0,0,0,0,9
org.mudebug.prapr.mutators.FieldNameMutator_5,19681981,7926,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,18026420,7560,0,0,0,0,0,3741
org.mudebug.prapr.mutators.LocalNameMutator_0,12258998,5053,0,0,5,5,5,4697
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,32187447,6733,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,11353000,3949,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_8,33667227,5170,0,0,0,0,0,71
org.mudebug.prapr.mutators.MethodNameMutator_4,13473518,4213,0,0,0,0,0,71
org.mudebug.prapr.mutators.ArgumentListMutator_5,6710156,4499,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_0,18236132,4293,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethCallResultGuard_0,18179848,5170,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,14046677,8787,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_1,29707738,8803,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,78778,7066,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_1,29197936,4339,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_6,13575062,5186,0,0,0,0,0,39
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,25314785,1706,0,0,0,0,0,20
org.mudebug.prapr.mutators.FieldNameMutator_0,27669768,7925,0,0,5,5,5,6122
org.mudebug.prapr.mutators.MethodNameMutator_0,10795929,5243,0,0,5,5,5,2336
org.mudebug.prapr.mutators.MethCallResultGuard_1,16434823,5917,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_5,36440287,7999,0,0,0,0,0,19
org.mudebug.prapr.mutators.FieldNameMutator_2,14512754,819,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,7137747,502,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,28004616,8248,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_2,2733317,331,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_3,20061049,7925,0,0,5,5,5,5589
