mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.FieldNameMutator_4,16735470,7546,1,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_4,8528976,796,0,0,0,0,0,1346
org.mudebug.prapr.mutators.MethCallResultGuard_2,2440817,2783,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethCallResultGuard_0,30914389,902,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_0,3176390,5425,0,0,0,0,0,3
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,4758189,7546,1,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_4,25223050,5267,0,0,0,0,0,355
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,5715155,2391,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,1866415,900,0,0,0,0,0,2
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,9621733,6072,0,0,0,0,0,2
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,11820585,9056,0,0,1,1,1,1761
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,1504164,1091,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_1,33324578,8892,0,0,1,1,1,5877
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,7626529,2732,0,0,0,0,0,2
org.mudebug.prapr.mutators.LocalNameMutator_0,25404845,7556,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,4144526,4390,0,0,1,1,1,4086
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,25542786,7546,1,0,0,0,0,7
org.mudebug.prapr.mutators.LocalNameMutator_0,22920430,916,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_2,15778847,915,0,0,0,0,0,3
org.mudebug.prapr.mutators.MethodNameMutator_3,24102251,943,0,0,1,1,1,5826
