mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.MethodNameMutator_0,12707669,5321,0,0,0,4,4,26
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,17218423,1032,0,0,8,8,8,4494
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,7640995,6629,0,0,1,4,4,256
org.pitest.mutationtest.engine.gregor.mutators.BooleanTrueReturnValsMutator,6631627,5322,0,0,0,5,5,95
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,19272265,3563,0,0,0,0,0,7
org.mudebug.prapr.mutators.LocalNameMutator_1,22658067,5321,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,9428110,1759,0,0,0,0,0,73
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,23130754,3706,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_4,8000869,852,1,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,5972661,7139,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,21260148,5327,0,0,0,0,0,31
org.mudebug.prapr.mutators.MethodNameMutator_2,6123724,1317,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalNameMutator_1,8963458,6995,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_1,14260388,549,0,0,0,8,8,1454
org.mudebug.prapr.mutators.MethodNameMutator_0,10837735,5321,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,24265002,4374,0,0,0,0,0,51
org.mudebug.prapr.mutators.MethodNameMutator_4,14543878,7427,0,0,0,0,0,17
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,78051,6624,0,0,0,0,0,167
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,12012553,1316,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_6,4590916,5570,0,0,4,4,4,12
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,21708848,1759,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,23638710,5177,0,0,0,8,8,150
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,23220781,6666,0,0,5,5,5,102
org.mudebug.prapr.mutators.MethodNameMutator_5,11288225,5572,1,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,9073378,554,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,9929690,6625,0,0,8,8,8,5889
org.mudebug.prapr.mutators.MethCallResultGuard_2,14850720,1080,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,4826054,7292,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,13678329,332,0,0,0,0,0,5
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,8089866,6631,0,0,8,8,8,1003
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,3046520,5184,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_3,13391379,4376,0,0,0,0,0,20
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,12579404,6618,0,0,8,8,8,5424
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,13123882,5974,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,17874949,4591,0,0,0,8,8,4653
