mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,32293459,9345,0,0,1,1,1,2379
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,4130371,9020,0,0,0,0,0,2332
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,31032704,8339,0,0,1,1,1,6319
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,19522756,8826,0,0,1,1,1,28
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,909517,1267,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_6,2743075,6019,0,0,1,1,1,1075
org.mudebug.prapr.mutators.FieldNameMutator_0,11544507,2557,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,18489919,9518,0,0,0,0,0,83
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,24382715,3997,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_0,8549999,6023,0,0,0,0,0,4
org.mudebug.prapr.mutators.FieldNameMutator_4,21455377,1057,0,0,0,0,0,1992
org.mudebug.prapr.mutators.LocalNameMutator_0,31013699,5829,0,0,0,0,0,331
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_14,22471180,1068,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,27079263,362,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,2966577,2046,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_4,4341023,8955,0,0,0,0,0,43
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,16638366,353,0,0,1,1,1,1070
org.mudebug.prapr.mutators.ArgumentListMutator_4,5090451,3473,0,0,1,1,1,6422
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,5793430,6073,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_0,2999086,8338,0,0,0,0,0,5647
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,31541899,861,0,0,1,1,1,3729
org.mudebug.prapr.mutators.FieldNameMutator_2,5440887,1056,0,0,0,0,0,4
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,29166208,1076,0,0,1,1,1,3693
org.mudebug.prapr.mutators.LocalNameMutator_0,6136773,6027,0,0,1,1,1,2513
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,29419801,6567,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,15365431,5171,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_1,1064470,2050,0,0,0,0,0,175
org.mudebug.prapr.mutators.MethCallResultGuard_1,22549237,8362,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,13028533,8725,0,0,0,0,0,2171
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,11214648,2059,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,2705212,8932,0,0,1,1,1,2650
org.mudebug.prapr.mutators.MethodNameMutator_0,16415415,1094,0,0,1,1,1,6451
org.mudebug.prapr.mutators.LocalNameMutator_1,12530766,8753,0,0,0,0,0,19
org.mudebug.prapr.mutators.MethodNameMutator_1,60333,9228,0,0,0,0,0,48
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_ORDER_ELSE,18077750,8377,0,0,0,0,0,3307
org.mudebug.prapr.mutators.FieldNameMutator_1,30788544,1056,0,0,1,1,1,3693
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,5461638,8452,0,0,0,0,0,193
org.mudebug.prapr.mutators.ArgumentListMutator_0,31884981,8754,0,0,1,1,1,6609
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,27117995,1228,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_8,5796724,4926,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_1,27563953,8632,0,0,0,0,0,1891
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_28,2905279,1096,0,0,0,0,0,79
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,22715285,8335,0,0,1,1,1,6294
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,27215618,947,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,6965484,8339,0,0,1,1,1,6296
org.mudebug.prapr.mutators.MethodNameMutator_1,34719106,5008,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,31190431,6668,0,0,0,0,0,5636
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,33138342,6694,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,26246545,975,0,0,0,0,0,147
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,10419370,1073,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,18056311,2557,0,0,0,0,0,3
org.mudebug.prapr.mutators.MethodNameMutator_7,16738262,8955,0,0,0,0,0,23
org.mudebug.prapr.mutators.MethCallResultGuard_0,32785823,9104,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_0,37222611,8753,0,0,0,0,0,2376
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,30798915,1267,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,29449987,9098,0,0,0,1,1,33
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,9981659,6010,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_6,8267409,8934,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_8,6124340,5142,0,0,1,1,1,797
org.mudebug.prapr.mutators.FieldNameMutator_2,3721490,8317,0,0,0,0,0,3780
org.mudebug.prapr.mutators.MethodNameMutator_6,36747310,8935,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_4,25807256,9625,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,10558155,1974,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,28698263,3996,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,872370,1228,0,0,0,0,0,2
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,1317517,8146,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_2,22549684,8345,0,0,0,0,0,126
org.mudebug.prapr.mutators.MethodNameMutator_0,26131910,8753,0,0,0,0,0,11
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,37472042,2059,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,12769023,8590,0,0,0,0,0,655
org.mudebug.prapr.mutators.MethodNameMutator_9,26852338,4953,0,0,1,1,1,147
org.mudebug.prapr.mutators.MethCallResultGuard_0,18634507,2054,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_2,23820098,8590,0,0,0,0,0,17
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_2,33764990,2557,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,14128998,862,0,0,1,1,1,3618
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,6377372,6014,0,0,0,0,0,7
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,33366360,5814,0,0,1,1,1,4366
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,28655414,8364,0,0,1,1,1,6642
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,20843218,358,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_7,6422938,8138,0,0,0,0,0,110
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,36971973,969,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,24777793,390,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,26104140,5460,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,34685707,6028,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,35322620,5009,0,0,0,0,0,609
org.mudebug.prapr.mutators.LocalNameMutator_1,22546821,954,0,0,0,0,0,100
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,11375342,1097,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_1,37170203,984,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,23706709,5461,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,14038683,7660,0,0,1,1,1,2924
org.mudebug.prapr.mutators.MethodNameMutator_3,24219252,375,1,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,2838814,6023,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,273755,5114,0,0,0,0,0,613
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,31258922,8378,0,0,0,0,0,290
org.mudebug.prapr.mutators.MethCallResultGuard_1,25711962,2059,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,32742273,6023,0,0,1,1,1,980
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,26717746,4429,0,0,0,0,0,455
org.mudebug.prapr.mutators.FieldNameMutator_0,28243241,5139,0,0,0,0,0,0
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,35174581,9021,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_1,1143820,8747,0,0,1,1,1,6609
org.pitest.mutationtest.engine.gregor.mutators.experimental.RemoveSwitchMutator_18,32571652,1096,0,0,0,0,0,39
org.mudebug.prapr.mutators.FieldNameMutator_1,2208606,2059,0,0,0,0,0,127
org.mudebug.prapr.mutators.MethodNameMutator_0,6658509,4922,0,0,0,0,0,27
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,27242488,2388,0,0,0,0,0,2
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,11594999,5106,0,0,0,0,0,22
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,5008214,5139,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_7,26630079,6023,0,0,0,0,0,1943
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,26324193,1667,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,11413279,1228,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,37224991,1052,0,0,0,0,0,1
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,14839117,6023,0,0,0,0,0,19
org.mudebug.prapr.mutators.FieldNameMutator_4,28930483,975,0,0,0,0,0,48
org.mudebug.prapr.mutators.MethCallResultGuard_1,14021597,8753,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,24417068,861,0,0,0,0,0,24
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,25752126,6026,0,0,1,1,1,816
org.mudebug.prapr.mutators.FieldNameMutator_4,36258667,2557,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_0,35106734,1228,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,2319644,9107,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,31712750,1060,0,0,0,0,0,2473
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,20501475,3473,0,0,1,1,1,6422
org.mudebug.prapr.mutators.MethodNameMutator_1,5622517,8825,0,0,0,0,0,22
