mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,18831384,4781,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_0,23967056,7574,0,0,0,1,1,223
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,21836428,9005,0,0,0,1,1,271
org.mudebug.prapr.mutators.MethodNameMutator_4,29641257,916,0,0,0,1,1,21
org.mudebug.prapr.mutators.MethodNameMutator_0,5744216,7918,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,33685087,5584,0,0,1,1,1,337
org.mudebug.prapr.mutators.LocalNameMutator_0,29626752,7574,0,0,1,1,1,2466
org.mudebug.prapr.mutators.FieldNameMutator_3,3848260,9421,0,0,1,1,1,6904
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,32075150,4337,0,0,1,1,1,5395
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,7491987,4776,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_7,11781634,9760,0,0,0,0,0,45
org.mudebug.prapr.mutators.LocalNameMutator_0,27510446,7575,0,0,0,0,0,41
org.mudebug.prapr.mutators.MethCallResultGuard_2,10560748,8961,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,11652427,2124,0,0,0,0,0,93
org.mudebug.prapr.mutators.MethodNameMutator_0,28632080,5495,0,0,0,0,0,0
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,14861297,9319,0,0,1,1,1,6904
org.mudebug.prapr.mutators.MethCallResultGuard_2,36575824,10018,0,0,0,0,0,13
org.mudebug.prapr.mutators.ArgumentListMutator_3,5373816,5479,0,0,0,0,0,25
org.mudebug.prapr.mutators.ArgumentListMutator_5,41269199,7574,0,0,0,1,1,148
org.mudebug.prapr.mutators.MethCallResultGuard_0,30889537,8723,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_0,2974204,1910,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,4712879,2720,0,0,0,0,0,3
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,30920354,5597,0,0,0,0,0,0
