mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.ArgumentListMutator_2,1364653,1685,0,0,1,1,1,5599
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,1936861,8742,0,0,1,1,1,6637
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,25132689,757,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethodNameMutator_3,17294389,9021,0,0,0,0,0,14
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,9493268,5081,0,0,0,0,0,23
org.mudebug.prapr.mutators.FieldNameMutator_2,6157642,8935,0,0,0,0,0,25
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,11717705,8360,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,14103529,8410,0,0,1,1,1,6100
org.mudebug.prapr.mutators.LocalNameMutator_0,14977011,8657,0,0,0,0,0,2212
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,9937281,5081,0,0,0,0,0,41
org.mudebug.prapr.mutators.ArgumentListMutator_2,5251232,5081,0,0,1,1,1,1452
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,6258431,1751,0,0,1,1,1,3903
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,24952268,9107,0,0,0,0,0,6
org.mudebug.prapr.mutators.MethCallResultGuard_0,18881555,8780,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,19327126,8831,0,0,0,0,0,1926
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,26490326,4677,0,0,0,1,1,292
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,26065693,9194,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_1,25407598,8780,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,24990049,1782,0,0,0,0,0,551
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,6629173,4675,0,0,0,1,1,293
org.mudebug.prapr.mutators.FieldNameMutator_5,20417236,8780,0,0,0,0,0,2597
org.mudebug.prapr.mutators.FieldNameMutator_1,3298746,2571,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,13518778,8321,0,0,0,0,0,6
org.mudebug.prapr.mutators.FieldNameMutator_1,21857872,8780,0,0,1,1,1,6109
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,19204337,9192,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_8,11912300,4562,0,0,1,1,1,877
org.mudebug.prapr.mutators.FieldNameMutator_0,12236743,1688,0,0,0,0,0,57
org.mudebug.prapr.mutators.FieldNameMutator_1,19103273,2571,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_7,1132644,5843,0,0,1,1,1,6363
org.mudebug.prapr.mutators.FieldNameMutator_1,1737717,2571,0,0,0,0,0,1
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,19615313,4441,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_1,24683227,2611,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_4,11370148,2571,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_3,1244227,1050,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_2,5492739,8780,0,0,1,1,1,6637
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,2654650,5581,0,0,0,0,0,6
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,14579835,8360,0,0,0,0,0,13
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,13169319,1689,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,10232350,8321,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,16673567,5071,0,0,0,0,0,6
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,22355901,1692,0,0,0,0,0,4
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,4475455,8367,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,22550338,4681,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_1,9141211,4146,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,15093577,8348,0,0,1,1,1,7155
org.mudebug.prapr.mutators.MethCallResultGuard_2,25046384,8387,0,0,0,0,0,6
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,15447957,1093,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,7676260,2571,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_3,9067156,5588,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,23490588,2571,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethCallResultGuard_1,21897978,1114,0,0,0,0,0,1
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,13372471,2026,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_5,4124627,8400,0,0,0,1,1,158
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,25418250,4681,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_2,18385779,4449,0,0,1,1,1,5899
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,8916879,8348,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,16630633,8671,0,0,0,0,0,2298
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,19885730,2571,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,26047536,8920,0,0,1,1,1,6637
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,11947107,1683,0,0,0,0,0,2421
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,1204448,9107,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_5,12038888,8427,0,0,1,1,1,3521
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,10743459,2589,0,0,1,1,1,6440
org.mudebug.prapr.mutators.MethCallResultGuard_1,6878157,8780,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,8502244,1789,0,0,1,1,1,6440
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,349259,8833,0,0,0,0,0,64
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,10284201,5899,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,4604657,9570,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_9,6171329,4508,0,0,1,1,1,3612
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,25976106,9192,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_0,25052507,8780,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,16754845,5081,0,0,0,0,0,32
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,18568877,1790,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,12231975,9052,0,0,0,0,0,309
org.mudebug.prapr.mutators.FieldNameMutator_4,20157283,2571,0,0,0,0,0,1
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_3,10853164,8441,0,0,0,0,0,109
org.mudebug.prapr.mutators.MethodNameMutator_1,21031589,8292,0,0,1,1,1,3910
org.mudebug.prapr.mutators.MethodNameMutator_6,7105687,8427,0,0,1,1,1,3491
org.mudebug.prapr.mutators.LocalNameMutator_0,22745926,8348,0,0,1,1,1,5683
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,4825767,1751,0,0,0,0,0,15
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,1856019,8928,0,0,0,0,0,1810
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,6109969,1687,0,0,0,0,0,98
org.mudebug.prapr.mutators.MethodNameMutator_0,25738846,5846,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,23755254,2571,0,0,0,0,0,321
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,546594,2592,0,0,0,0,0,111
