mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,1498708,4827,0,0,0,0,0,377
org.mudebug.prapr.mutators.MethodNameMutator_7,3915812,91,0,0,2,2,2,1951
org.mudebug.prapr.mutators.FieldNameMutator_0,19525299,521,0,0,0,0,0,4
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,31512287,6817,0,0,1,1,1,1843
org.mudebug.prapr.mutators.MethodNameMutator_6,20876669,246,0,0,0,0,0,210
org.mudebug.prapr.mutators.LocalNameMutator_0,4319306,4307,0,0,2,2,2,2424
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,7941823,7009,0,0,0,0,0,966
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,15462148,2405,0,0,1,1,1,1714
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,7125997,530,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,26947509,77,0,0,0,0,0,265
org.mudebug.prapr.mutators.FieldNameMutator_1,7690021,6582,0,0,2,2,2,5334
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,24765695,1321,0,0,0,0,0,161
org.pitest.mutationtest.engine.gregor.mutators.VoidMethodCallMutator,24601116,6073,0,0,0,0,0,13
org.mudebug.prapr.mutators.MethodNameMutator_2,32212269,4410,0,0,0,0,0,13
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,21287190,4799,0,0,0,0,0,26
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_0,20845274,1113,0,0,0,0,0,3
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,29539720,6716,0,0,1,1,1,1591
org.mudebug.prapr.mutators.MethodNameMutator_1,15462143,352,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,16627605,5466,0,0,2,2,2,2243
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,13213211,1123,0,0,0,0,0,12
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,8641621,6777,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethodNameMutator_0,18339438,70,0,0,1,1,1,1702
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,20845268,1733,0,0,0,0,0,0
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_4,11459261,6086,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_0,19748735,4798,0,0,1,1,1,2765
org.mudebug.prapr.mutators.FieldNameMutator_3,4879158,1733,0,0,0,0,0,4
org.pitest.mutationtest.engine.gregor.mutators.NullReturnValsMutator,8018421,5456,0,0,2,2,2,2416
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,5145107,4422,0,0,0,0,0,89
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,27948738,4418,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,17495169,6275,0,0,1,1,1,2033
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,16166628,1527,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_5,31351815,4799,0,0,0,0,0,0
org.mudebug.prapr.mutators.LocalNameMutator_0,7531467,4942,0,0,1,1,1,1446
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,31025686,4828,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,16007666,3404,0,0,0,0,0,5
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,2452602,70,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,5353137,6192,0,0,0,0,0,21
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_0,4777467,1733,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,23846204,6867,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,11836699,6582,0,0,2,2,2,5334
org.mudebug.prapr.mutators.MethodNameMutator_1,1825042,333,0,0,2,2,2,4255
org.mudebug.prapr.mutators.MethodNameMutator_3,28750125,543,0,0,0,0,0,225
org.mudebug.prapr.mutators.ArgumentListMutator_1,10181633,7014,0,0,2,2,2,149
org.mudebug.prapr.mutators.MethodNameMutator_1,9915880,4462,0,0,2,2,2,2163
org.mudebug.prapr.mutators.FieldNameMutator_0,19477373,1733,0,0,0,0,0,61
org.mudebug.prapr.mutators.MethodNameMutator_4,33180034,77,0,0,0,0,0,793
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,32074476,6655,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,12004567,2906,0,0,1,1,1,2725
org.mudebug.prapr.mutators.MethCallResultGuard_2,9421631,6582,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,1656429,7439,0,0,1,1,1,1943
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,22482787,6749,0,0,2,2,2,5339
org.mudebug.prapr.mutators.RelationalOperatorReplacement_2,6830244,3528,0,0,0,0,0,0
