mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,20998680,4573,0,0,0,1,1,111
org.mudebug.prapr.mutators.MethodNameMutator_0,6695170,1799,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_5,16068412,2330,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldNameMutator_1,3593678,7580,0,0,0,0,0,1
org.mudebug.prapr.mutators.ArgumentListMutator_2,26172212,1454,0,0,1,1,1,6113
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,23647001,807,0,0,1,1,1,5493
org.mudebug.prapr.mutators.DereferenceGuardMutator_2,5787472,3619,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,16527946,8498,0,0,0,0,0,1
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,9991152,7718,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethCallResultGuard_2,35127607,1454,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_6,30300690,2649,0,0,0,1,1,43
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,6210295,4602,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,27080149,4685,0,0,1,1,1,6126
org.mudebug.prapr.mutators.FieldNameMutator_2,3721878,2330,0,0,0,0,0,6
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,28938012,8016,0,0,0,0,0,307
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,29826929,1801,0,0,0,0,0,69
org.mudebug.prapr.mutators.MethCallResultGuard_2,23533321,4144,0,0,0,0,0,1
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,21542474,6681,0,0,0,0,0,1
org.mudebug.prapr.mutators.MethodNameMutator_0,13448023,2039,0,0,0,1,1,257
org.pitest.mutationtest.engine.gregor.mutators.experimental.NakedReceiverMutator,32766636,1560,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_0,15581950,2330,0,0,0,0,0,9
org.mudebug.prapr.mutators.FieldNameMutator_3,2616214,1518,0,0,0,0,0,1
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,22168977,7935,0,0,1,1,1,6812
org.mudebug.prapr.mutators.ArgumentListMutator_1,9355873,4716,0,0,0,0,0,0
org.mudebug.prapr.mutators.NonVoidMethodCallGuardMutator_0,29430441,5745,0,0,0,0,0,6
