mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.ArgumentListMutator_2,40580429,10581,0,0,0,0,0,16
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,13821892,1025,0,0,0,0,0,2492
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,47482010,2898,0,0,0,0,0,7
org.mudebug.prapr.mutators.FieldNameMutator_2,2347262,3851,0,0,0,0,0,2
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,25781886,1142,0,0,1,1,1,4392
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,16447332,1021,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,17950062,10122,0,0,1,1,1,7994
org.mudebug.prapr.mutators.DereferenceGuardMutator_0,34594067,1025,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_1,4350833,2377,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_4,29535370,6540,0,0,1,1,1,1295
org.mudebug.prapr.mutators.MethodNameMutator_1,23542190,4694,0,0,1,1,1,60
org.mudebug.prapr.mutators.MethodNameMutator_1,32617707,2967,0,0,0,0,0,9
org.mudebug.prapr.mutators.LocalNameMutator_0,6538954,10473,0,0,0,0,0,31
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_2,22949053,2906,0,0,0,0,0,25
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,34532826,10184,0,0,1,1,1,6883
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,16820959,7418,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,27606697,6032,0,0,1,1,1,1314
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,7102155,10166,0,0,1,1,1,7387
org.mudebug.prapr.mutators.FieldNameMutator_1,7491362,10777,0,0,0,0,0,343
org.pitest.mutationtest.engine.gregor.mutators.NegateConditionalsMutator,24905219,3016,0,0,0,0,0,13
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,6978882,7418,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.ReturnValsMutator,12564771,2897,0,0,0,0,0,129
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,20383923,2967,0,0,0,0,0,2
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_3,37260549,10183,0,0,1,1,1,4962
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,16150990,10091,0,0,1,1,1,7319
