mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.ArithmeticOperatorReplacement_6,17096993,9084,0,0,0,0,0,102
org.mudebug.prapr.mutators.ArgumentListMutator_4,46665834,8971,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_0,11714345,6574,0,0,0,0,0,2
org.mudebug.prapr.mutators.FieldNameMutator_3,8537459,2724,0,0,0,0,0,2
org.mudebug.prapr.mutators.RelationalOperatorReplacement_3,5501861,9106,0,0,1,1,1,3667
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,49295701,8941,0,0,0,0,0,2
org.mudebug.prapr.mutators.LocalNameMutator_1,16268598,2133,0,0,1,1,1,1978
org.mudebug.prapr.mutators.LocalToFieldAccessMutator_1,3698097,9064,0,0,1,1,1,6950
org.mudebug.prapr.mutators.FieldNameMutator_3,46135442,9433,0,0,0,0,0,2011
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_0,38477246,1141,0,0,0,0,0,7
org.mudebug.prapr.mutators.DereferenceGuardMutator_4,29088445,9524,0,0,0,0,0,16
org.mudebug.prapr.mutators.ArgumentListMutator_3,11009279,1819,0,0,0,0,0,7
org.mudebug.prapr.mutators.RelationalOperatorReplacement_0,19035245,1787,0,0,0,0,0,152
org.mudebug.prapr.mutators.RelationalOperatorReplacement_1,6082426,7618,0,0,0,0,0,5
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,15650046,5070,0,0,0,0,0,7
org.mudebug.prapr.mutators.FieldNameMutator_0,10653232,9887,0,0,0,0,0,108
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,42629081,9490,0,0,1,1,1,6948
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,33050962,7587,0,0,0,0,0,4
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_3,15719897,4752,0,0,0,0,0,0
org.mudebug.prapr.mutators.MethCallResultGuard_2,2813970,8997,0,0,0,0,0,1
org.pitest.mutationtest.engine.gregor.mutators.ConstructorCallMutator,14629626,7736,0,0,0,0,0,24
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,42542071,2724,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethodNameMutator_0,42328274,8217,0,0,0,0,0,6
org.mudebug.prapr.mutators.LocalNameMutator_0,30157549,8978,0,0,0,1,1,2192
org.mudebug.prapr.mutators.LocalNameMutator_0,27829073,9048,0,0,1,1,1,3961
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_IF,29350881,796,0,0,0,0,0,2
org.mudebug.prapr.mutators.MethCallResultGuard_0,11275324,9485,0,0,0,0,0,16
org.mudebug.prapr.mutators.LocalNameMutator_0,38519760,7620,0,0,1,1,1,1700
org.pitest.mutationtest.engine.gregor.mutators.RemoveConditionalMutator_EQUAL_ELSE,35351364,9903,0,0,1,1,1,6948
