mutator, lineID, method index, bug method, f2p1, f2p2, f2p3, f2p4, p2f
org.mudebug.prapr.mutators.ArgumentListMutator_5,57362,2083,0,0,1,1,1,52
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,213433,7,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,124992,4731,0,0,0,0,0,4854
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_2,24894,8,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.NonVoidMethodCallMutator,192716,5745,1,1,1,1,1,11
org.mudebug.prapr.mutators.MethodNameMutator_1,24952,8,0,0,0,0,0,0
org.mudebug.prapr.mutators.VoidMethodCallGuardMutator,169010,8,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_5,5501,2083,0,0,1,1,1,52
org.mudebug.prapr.mutators.FieldToLocalAccessMutator_0,154983,4737,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_2,120832,2083,0,0,1,1,1,52
org.mudebug.prapr.mutators.FieldNameMutator_1,168685,2083,0,0,0,0,0,50
org.mudebug.prapr.mutators.FieldNameMutator_1,24888,2083,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_4,65368,2083,0,0,0,0,0,50
org.mudebug.prapr.mutators.FieldNameMutator_3,24662,2083,0,0,0,0,0,51
org.mudebug.prapr.mutators.ReturningDereferenceGuardMutator_1,181714,8,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_1,105924,2083,0,0,0,0,0,51
org.mudebug.prapr.mutators.FieldNameMutator_1,19343,2565,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_0,171406,2083,0,0,0,0,0,51
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,154754,1496,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,154756,2565,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_5,184596,2565,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_3,181886,2083,0,0,0,0,0,51
org.mudebug.prapr.mutators.FieldNameMutator_1,200033,1522,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldAccessToMethodCallMutator_1,5332,4731,0,0,0,0,0,5
org.mudebug.prapr.mutators.ArgumentListMutator_5,89223,8,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_5,213,2083,0,0,0,0,0,0
org.pitest.mutationtest.engine.gregor.mutators.InlineConstantMutator,187411,2565,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_2,105673,2565,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_0,213437,2565,0,0,0,0,0,51
org.mudebug.prapr.mutators.ArgumentListMutator_0,25124,8,0,0,0,0,0,0
org.mudebug.prapr.mutators.FieldNameMutator_3,200090,2083,0,0,0,0,0,51
org.mudebug.prapr.mutators.ArgumentListMutator_3,213377,2083,0,0,1,1,1,52
org.mudebug.prapr.mutators.MethodNameMutator_0,154418,8,0,0,0,0,0,0
org.mudebug.prapr.mutators.ArgumentListMutator_1,192880,2083,0,0,1,1,1,52
org.pitest.mutationtest.engine.gregor.mutators.experimental.MemberVariableMutator,160447,2565,0,0,0,0,0,0
