com.google.javascript.rhino.Node.checkTreeEquals(Lcom/google/javascript/rhino/Node;)Ljava/lang/String; 500001.99985285464,500001.0,500002.0,500002.0,506796.0,500001.9998528763,500002.0,500083.4378553821,500001.3333333333,500224.17846380523,500008.5035160452,500002.00031535793,500061.2245796996,500001.99970575253,506797.0,500001.5,500002.0,500001.75,506797.0,500001.0001471021,500001.7071067812,500001.70705475553,500001.0,500001.6666666667,500001.99970579584,500001.0001471237,500001.5,500001.9998528763,500001.99992643273,500001.9998528763,500002.0,500001.0,500001.5
com.google.javascript.rhino.Node.checkTreeEqualsImpl(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node$NodeMismatch; 500001.99985285464,500001.0,500002.0,500002.0,506796.0,500001.9998528763,500002.0,500083.4378553821,500001.3333333333,500224.2228491121,500008.50647309644,500002.00031585596,500061.26607669325,500001.99970575253,506797.0,500001.5,500002.0,500001.75,506797.0,500001.0001471021,500001.7071067812,500001.70705475553,500001.0,500001.6666666667,500001.99970579584,500001.0001471237,500001.5,500001.9998528763,500001.99992643273,500001.9998528763,500002.0,500001.0,500001.5
com.google.javascript.jscomp.NodeUtil.getNumberValue(Lcom/google/javascript/rhino/Node;)Ljava/lang/Double; 500001.9994114185,500001.0,500001.4,500001.25,506793.0,500001.99941150506,500002.0,500083.4317899842,500000.6666666667,500173.16721338633,500003.3003266338,500002.3333333333,500083.4317899842,500001.99941150506,506796.0,500001.2,500001.25,500001.6,503398.5,500001.0001470372,500001.4472135955,500001.4470819653,500001.0,500001.3333333333,500001.9994116782,500001.0001471237,500001.2,500001.99970575253,500001.99985285464,500001.99941176473,500002.0,500000.0,500001.2
com.google.javascript.jscomp.NodeUtil.getStringNumberValue(Ljava/lang/String;)Ljava/lang/Double; 500001.9994114185,500001.0,500001.4,500001.25,506793.0,500001.99941150506,500002.0,500083.4317899842,500000.6666666667,500169.8757107642,500002.4142135624,500002.3333333333,500083.4317899842,500001.99941150506,506796.0,500001.2,500001.25,500001.6,503398.5,500001.0001470372,500001.4472135955,500001.4470819653,500001.0,500001.3333333333,500001.9994116782,500001.0001471237,500001.2,500001.99970575253,500001.99985285464,500001.99941176473,500002.0,500000.0,500001.2
com.google.javascript.jscomp.PeepholeFoldConstants.tryConvertToNumber(Lcom/google/javascript/rhino/Node;)V 500001.99882283696,500001.0,500001.22222222225,500001.125,506789.0,500001.99882301013,500002.0,500083.4317899842,500000.4,500172.9747302778,500003.25810086436,500002.3333333333,500083.4317899842,500001.99941150506,506796.0,500001.1111111111,500001.125,500001.55555555556,503398.5,500001.00014695077,500001.3333333333,500001.3331370817,500001.0,500001.2,500001.9994116782,500001.0001471237,500001.1111111111,500001.99970575253,500001.99985285464,500001.998824221,500002.0,500000.0,500001.1111111111
com.google.javascript.jscomp.PeepholeFoldConstants.tryReduceOperandsForOp(Lcom/google/javascript/rhino/Node;)V 500001.99661565624,500001.0,500001.0833333333,500001.04347826086,506774.0,500001.9966161542,500002.0,500083.42572413996,500000.16,500180.24502764107,500004.5170039632,500002.25,500083.42572413996,500001.9991172576,506795.0,500001.0416666667,500001.04347826086,500001.5208333333,502265.6666666667,500001.00014662754,500001.2041241452,500001.2037784394,500001.0,500001.08,500001.99911764706,500001.0001471237,500001.0416666667,500001.9995586288,500001.99977926566,500001.9966270714,500002.0,499999.87,500001.0416666667
com.google.javascript.jscomp.PeepholeFoldConstants.tryConvertOperandsToNumber(Lcom/google/javascript/rhino/Node;)V 500001.9961742201,500001.0,500001.0740740741,500001.03846153844,506771.0,500001.996174783,500002.0,500083.2860863087,500000.14285714284,500172.9747302778,500003.25810086436,500001.0,500001.0,500001.99234956596,506772.0,500001.037037037,500001.03846153844,500001.51851851854,500261.42307692306,500001.0001465631,500001.19245008973,500001.1920816011,500001.0,500001.0714285714,500001.99237871903,500001.0001471237,500001.037037037,500001.996174783,500001.9980837264,500001.99618880096,500002.0,499999.84,500001.037037037
com.google.javascript.jscomp.PeepholeFoldConstants.optimizeSubtree(Lcom/google/javascript/rhino/Node;)Lcom/google/javascript/rhino/Node; 500001.9958799294,500001.0,500001.0689655172,500001.03571428574,506769.0,500001.9958805355,500002.0,500083.4317899842,500000.13333333336,500180.24502764107,500004.5170039632,500002.3333333333,500083.4317899842,500001.99941150506,506796.0,500001.0344827586,500001.03571428574,500001.5172413793,503398.5,500001.00014652015,500001.1856953382,500001.1853124044,500001.0,500001.06666666665,500001.9994116782,500001.0001471237,500001.0344827586,500001.99970575253,500001.99985285464,500001.9958968347,500002.0,500000.0,500001.0344827586
com.google.javascript.jscomp.PeepholeOptimizationsPass.visit(Lcom/google/javascript/jscomp/NodeTraversal;Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V 500001.9768981754,500001.0,500001.0126582279,500001.00636942673,506640.0,500001.97690157423,500002.0,500083.05485969764,500000.0251572327,500185.6239501135,500005.21286593063,500002.0153846154,500083.05485969764,500001.9811681624,506734.0,500001.0063291139,500001.00636942673,500001.503164557,500106.203125,500001.00014380214,500001.0795557284,500001.07863141765,500001.0,500001.0125786163,500001.98134382744,500001.0001471237,500001.0063291139,500001.9905840812,500001.99526977085,500001.9774198188,500002.0,499998.53,500001.0063291139
com.google.javascript.jscomp.PeepholeOptimizationsPass.process(Lcom/google/javascript/rhino/Node;Lcom/google/javascript/rhino/Node;)V 500001.9536492054,500001.0,500001.0063291139,500001.00317460316,506482.0,500001.9536560247,500002.0,500081.5108688315,500000.01261829655,500185.6239501135,500005.21286593063,500001.0,500001.0,500001.9073120494,506483.0,500001.003164557,500001.00317460316,500001.50158227846,500021.5777777778,500001.0001406074,500001.05625439505,500001.0549352094,500001.0,500001.0063091483,500001.9114173228,500001.0001471237,500001.003164557,500001.9536560247,500001.9762783342,500001.95570243284,500002.0,499996.95,500001.003164557
com.google.javascript.jscomp.parsing.IRFactory$TransformDispatcher.processUnaryExpression(Lcom/google/javascript/jscomp/mozilla/rhino/ast/UnaryExpression;)Lcom/google/javascript/rhino/Node; 500001.93201883463,500001.0,500001.0043196544,500001.00216450216,506335.0,500001.9320288363,500002.0,500083.4317899842,500000.0086206897,500189.80742296367,500005.68313059816,500002.3333333333,500083.4317899842,500001.99941150506,506796.0,500001.0021598272,500001.00216450216,500001.5010799136,503398.5,500001.00013776,500001.04647394124,500001.04486646457,500001.0,500001.0043103448,500001.9994116782,500001.0001471237,500001.0021598272,500001.99970575253,500001.99985285464,500001.9363461009,500002.0,500000.0,500001.0021598272
